report_period,filing_date,filing_type,accession_number,net_premiums_written,net_premiums_earned,combined_ratio,avg_diluted_equivalent_shares,investment_income,total_net_realized_gains,service_revenues,fees_and_other_revenues,total_revenues,losses_lae,policy_acquisition_costs,other_underwriting_expenses,interest_expense,total_expenses,income_before_income_taxes,provision_for_income_taxes,net_income,total_comprehensive_income,eps_basic,eps_diluted,comprehensive_eps_diluted,avg_shares_basic,avg_shares_diluted,loss_lae_ratio,expense_ratio,pif_agency_auto,pif_direct_auto,pif_special_lines,pif_property,pif_total_personal_lines,pif_commercial_lines,pif_total,npw_agency,npw_direct,npw_property,npw_commercial,npe_agency,npe_direct,npe_property,npe_commercial,total_investments,total_assets,loss_lae_reserves,unearned_premiums,debt,total_liabilities,shareholders_equity,common_shares_outstanding,shares_repurchased,avg_cost_per_share,book_value_per_share,roe_net_income_trailing_12m,roe_comprehensive_trailing_12m,debt_to_total_capital,fixed_income_duration,fte_return_fixed_income,fte_return_common_stocks,fte_return_total_portfolio,investment_book_yield,net_unrealized_gains_fixed,weighted_avg_credit_quality
2020-10,2020-11-24,monthly_results,0000080661-20-000044,3795.3,3893.8,92.6,587.7,73.2,-40.3,20.5,67.9,4015.1,2818.2,328.6,524.0,18.8,3712.0,303.1,64.6,238.5,94.6,0.4,0.4,0.16,585.1,587.7,72.4,20.2,7583.4,8840.1,4911.9,2443.1,21335.4,815.4,22150.8,1506.9,1549.4,167.1,571.9,1551.4,1677.3,155.7,509.4,46288.7,63247.0,19985.1,14051.9,5395.6,45074.8,18172.2,585.4,0.16,94.13,30.2,32.7,34.5,22.9,2.9,,,,,1043.7,AA-
2020-11,2020-12-18,monthly_results,0000080661-20-000046,2957.9,3150.8,86.6,587.6,75.2,459.6,18.5,51.9,3756.0,2091.7,266.0,420.1,18.7,2816.8,939.2,199.4,739.8,836.2,1.26,1.26,1.42,585.0,587.6,66.4,20.2,7616.1,8881.1,4913.4,2459.6,21410.6,819.4,22230.0,1163.8,1237.1,146.6,410.4,1243.3,1340.8,151.2,415.5,47151.7,63899.5,20113.4,13850.0,5395.8,44888.7,19010.8,585.3,0.16,91.62,31.64,34.7,37.8,22.1,2.9,,,,,1165.7,AA-
2020-12,2021-01-27,quarterly_earnings,0000080661-21-000006,2789.1,3164.2,85.2,587.5,72.7,340.9,18.0,48.9,3644.7,2022.2,265.1,446.2,18.7,2780.8,863.9,157.9,706.0,734.6,1.2,1.2,1.25,584.8,587.5,63.9,21.3,7617.0,8881.4,4915.1,2484.4,21413.5,822.0,22235.5,1080.2,1165.1,159.9,383.9,1245.5,1342.4,158.2,418.1,47530.3,64098.3,20265.8,13437.5,5396.1,47059.7,17038.6,585.2,0.09,89.01,28.27,35.6,39.3,24.1,2.9,,,,,1206.6,AA-
2021-01,2021-02-17,monthly_results,0000080661-21-000011,4104.2,3947.8,86.3,587.2,67.0,108.2,20.1,58.7,4201.8,2595.8,330.5,539.9,18.8,3504.8,697.0,139.5,557.5,459.7,0.95,0.95,0.78,585.2,587.2,65.7,20.6,7696.7,9022.7,4936.2,2505.2,21655.6,833.4,22489.0,1587.5,1804.3,135.9,576.5,1563.5,1687.1,161.3,535.9,45475.9,62219.6,20411.4,13529.7,5396.3,44764.5,17455.1,585.7,0.34,95.55,28.96,36.5,37.9,23.6,2.9,,,,,1082.7,AA-
2021-02,2021-03-17,monthly_results,0000080661-21-000020,3852.4,3202.5,91.4,586.8,67.2,128.4,17.9,53.2,3469.2,2269.1,268.0,443.9,18.8,3018.5,450.7,96.1,354.6,119.0,0.6,0.6,0.2,584.8,586.8,70.8,20.6,7752.6,9132.3,4957.4,2529.7,21842.3,842.0,22684.3,1449.4,1626.0,149.8,627.2,1260.9,1364.3,146.3,431.0,46267.4,63861.5,20877.5,14503.1,5396.5,46335.2,17526.3,585.1,0.6,87.74,29.11,37.6,36.1,23.5,3.0,,,,,784.3,AA-
2021-03,2021-04-15,quarterly_earnings,0000080661-21-000028,3772.5,3269.9,90.7,586.6,86.0,348.7,15.8,53.8,3774.2,2245.6,275.9,497.3,18.8,3054.0,720.2,152.3,567.9,361.9,0.97,0.96,0.61,584.6,586.6,68.7,22.0,7863.5,9338.8,5026.7,2566.3,22229.0,858.9,23087.9,1421.8,1572.4,187.9,590.4,1273.8,1380.3,164.9,450.9,47400.6,65413.3,21063.7,15045.9,5396.8,47576.8,17836.5,585.2,0.0,0.0,29.64,38.5,38.4,23.2,3.1,,,,,523.5,AA-
2021-04,2021-05-19,monthly_results,0000080661-21-000036,4450.6,4133.6,96.0,586.8,64.8,191.3,25.8,71.1,4486.6,3148.4,350.4,539.2,18.8,4083.0,403.6,87.4,316.2,401.3,0.54,0.54,0.68,584.6,586.8,76.2,19.8,7951.8,9478.6,5106.7,2601.2,22537.1,881.2,23418.3,1722.4,1814.2,182.4,731.6,1612.0,1769.7,160.9,591.0,48041.9,66230.1,21776.7,15349.3,5397.0,47985.3,18244.8,585.1,0.0,0.0,30.34,34.2,33.1,22.8,3.1,,,,,631.1,AA-
2021-05,2021-06-16,monthly_results,0000080661-21-000040,3402.4,3388.8,93.1,586.9,70.0,146.3,23.8,50.6,3679.5,2485.8,285.8,434.9,18.8,3248.3,431.2,90.1,341.1,383.5,0.58,0.58,0.65,584.6,586.9,73.3,19.8,7986.3,9537.1,5163.7,2626.1,22687.1,893.4,23580.5,1286.2,1357.4,195.8,563.0,1300.9,1429.3,172.2,486.4,48353.9,67134.2,22206.4,15347.6,5397.3,48554.9,18579.3,585.3,0.0,0.0,30.9,33.6,31.7,22.5,3.1,,,,,684.6,AA-
2021-06,2021-07-15,quarterly_earnings,0000080661-21-000042,3627.3,3459.9,100.5,586.8,75.9,124.2,24.9,54.5,3739.4,2772.2,292.6,466.4,18.8,3575.0,164.4,31.6,132.8,96.2,0.22,0.22,0.16,584.6,586.8,80.1,20.4,8014.2,9581.3,5211.7,2655.5,22807.2,916.6,23723.8,1317.5,1402.5,212.7,691.7,1307.4,1434.9,169.2,544.4,50942.8,69824.3,23895.6,15555.9,5397.5,51148.7,18675.6,585.2,0.1,91.5,31.07,31.3,28.5,22.4,3.1,,,,,638.8,AA-
2021-07,2021-08-18,monthly_results,0000080661-21-000047,4551.6,4313.5,96.7,587.2,67.9,122.7,27.7,66.3,4598.1,3346.9,363.5,526.7,18.8,4284.0,314.1,58.7,255.4,390.3,0.43,0.43,0.66,584.6,587.2,77.6,19.1,8014.2,9614.9,5249.9,2683.1,22879.0,930.1,23809.1,1704.2,1917.0,198.7,730.7,1639.4,1802.7,174.8,695.1,51721.9,70750.8,24490.7,15689.6,5397.7,51700.8,19050.0,585.3,0.38,94.58,31.7,27.9,25.2,22.1,3.0,,,,,809.5,AA-
2021-08,2021-09-17,monthly_results,0000080661-21-000049,3890.9,3513.8,105.3,,67.5,131.5,23.6,53.6,3790.0,3041.2,294.7,418.3,18.3,3797.8,-7.8,-1.2,-6.6,-74.8,-0.02,-0.02,-0.13,584.8,587.1,86.5,18.8,8013.3,9638.0,5272.5,2715.6,22923.8,942.1,23865.9,1374.2,1521.7,213.1,781.6,1313.0,1441.4,176.7,581.7,52093.0,71857.7,25403.7,16214.9,4898.0,52945.7,18912.0,585.3,0.0,0.0,31.47,24.9,22.3,20.6,3.0,,,,,723.2,AA-
2021-09,2021-10-14,quarterly_earnings,0000080661-21-000051,4004.0,3537.5,100.1,,73.5,-217.4,22.5,55.0,3471.1,2862.6,293.3,439.4,17.1,3638.4,-167.3,-37.0,-130.3,-326.9,-0.23,-0.23,-0.56,584.7,587.1,81.0,19.1,7973.6,9613.1,5282.4,2735.0,22869.1,952.7,23821.8,1393.8,1556.2,192.2,861.8,1315.5,1446.1,175.0,600.6,52287.4,72618.1,25926.3,16671.4,4898.2,54060.0,18558.1,585.0,0.39,91.41,30.88,22.8,19.4,20.9,3.0,,,,,474.5,AA-
2021-10,2021-11-17,monthly_results,0000080661-21-000055,4346.6,4397.8,97.2,586.4,66.1,302.1,26.6,66.4,4859.0,3470.9,362.6,507.1,17.3,4384.4,474.6,100.8,373.8,175.8,0.64,0.63,0.3,584.0,586.4,78.9,18.3,7961.1,9628.3,5288.9,2750.2,22878.3,964.3,23842.6,1632.6,1743.6,181.6,788.6,1648.8,1817.1,176.2,755.2,52878.9,72899.9,26051.6,16543.5,4898.4,54212.2,18687.7,584.4,0.61,90.96,31.13,23.5,19.9,20.8,3.0,,,,,223.3,AA-
2021-11,2021-12-15,monthly_results,0000080661-21-000057,3289.4,3590.4,91.9,586.3,72.1,-99.1,22.5,55.4,3641.3,2641.5,297.7,414.4,17.1,3393.4,247.9,52.7,195.2,150.3,0.33,0.33,0.25,583.8,586.3,73.6,18.3,7921.9,9600.8,5286.9,2762.5,22809.6,968.8,23778.4,1217.9,1337.3,179.8,554.5,1322.0,1458.1,179.6,630.6,53116.1,72755.3,26018.7,16180.3,4898.6,53908.4,18846.9,584.4,0.0,0.0,31.4,20.4,16.0,20.6,3.0,,,,,166.9,AA-
2021-12,2022-01-26,quarterly_earnings,0000080661-22-000042,3113.3,3613.2,94.6,586.4,82.9,222.3,20.2,53.2,3991.8,2747.6,297.8,427.2,17.2,3510.4,481.4,88.1,393.3,323.6,0.67,0.67,0.55,583.8,586.4,76.0,18.6,7879.0,9568.2,5288.5,2776.2,22735.7,971.2,23706.9,1150.4,1258.3,186.3,518.3,1323.8,1461.3,185.4,642.4,51514.1,70590.8,26164.1,15615.8,4898.8,52359.2,18231.6,584.4,0.0,0.0,30.35,18.6,13.6,21.2,3.0,,,,,71.4,AA-
2022-01,2022-02-16,monthly_results,0000080661-22-000044,4585.2,4474.8,92.9,586.2,72.4,-347.9,23.8,65.1,4288.2,3283.9,365.6,574.5,17.1,4265.0,23.2,-2.6,25.8,-371.3,0.04,0.04,-0.64,584.3,586.2,73.3,19.6,7833.5,9556.2,5299.6,2783.4,22689.3,979.9,23669.2,1630.7,1921.9,155.5,877.0,1657.7,1831.6,191.6,793.7,52075.0,71823.6,26393.7,15666.4,4899.1,53982.1,17841.5,584.8,0.26,102.29,29.66,15.6,8.9,21.5,3.1,,,,,-431.4,AA-
2022-02,2022-03-16,monthly_results,0000080661-22-000050,4625.7,3626.1,93.7,586.3,75.5,-209.4,20.8,54.4,3567.4,2706.0,296.1,448.9,17.2,3490.1,77.3,15.7,61.6,-213.4,0.1,0.1,-0.37,584.3,586.3,74.7,19.0,7805.6,9558.8,5318.0,2790.3,22682.4,989.2,23671.6,1481.5,1699.0,168.4,1276.9,1330.7,1475.2,172.2,647.8,51232.1,72104.9,26522.4,16720.7,4899.3,54474.0,17630.9,584.9,0.0,0.0,29.3,13.9,7.1,21.7,3.1,,,,,-779.5,AA-
2022-03,2022-04-14,quarterly_earnings,0000080661-22-000056,3970.1,3702.0,97.2,586.3,94.3,112.0,23.1,54.5,3985.9,2868.5,301.7,482.9,20.0,3696.2,289.7,63.2,226.5,-527.9,0.38,0.38,-0.91,584.3,586.3,77.3,19.9,7758.4,9541.3,5345.9,2802.2,22645.6,999.8,23645.4,1404.2,1581.6,212.2,771.8,1334.9,1486.8,194.3,685.7,53186.4,73929.6,26754.2,16991.4,6385.6,56878.4,17051.2,584.9,0.0,0.0,28.31,12.1,2.1,27.2,3.1,,,,,-1734.8,AA-
2022-04,2022-05-18,monthly_results,0000080661-22-000064,4820.7,4614.1,95.5,,87.3,-524.5,28.1,67.6,4272.6,3594.7,373.5,506.9,21.0,4523.8,-251.2,-52.9,-198.3,-758.5,-0.34,-0.34,-1.3,584.3,586.4,77.7,17.8,7702.3,9537.7,5392.0,2812.8,22632.0,1012.3,23644.3,1775.2,1952.4,206.8,885.2,1674.7,1873.5,191.5,874.2,51801.7,72812.2,27222.5,17170.9,6385.9,56511.4,16300.8,584.9,0.0,0.0,27.02,9.2,-4.4,28.1,3.1,,,,,-2443.6,AA-
2022-05,2022-06-21,monthly_results,0000080661-22-000067,3724.3,3763.6,96.5,586.4,93.5,-89.0,26.6,53.0,3847.7,2931.5,296.3,457.5,21.0,3732.3,115.4,23.3,92.1,139.0,0.15,0.15,0.23,584.3,586.4,77.7,18.8,7658.9,9541.1,5440.8,2818.7,22640.8,1019.3,23660.1,1337.9,1482.1,216.7,687.6,1343.4,1510.1,199.3,710.7,52639.5,73596.3,27589.7,17126.3,6386.2,57206.2,16390.1,584.9,0.0,0.0,27.18,7.9,-5.8,28.0,3.0,,,,,-2384.4,AA-
2022-06,2022-07-15,quarterly_earnings,0000080661-22-000069,3877.1,3770.2,94.7,,111.6,-564.2,25.4,55.9,3398.9,2894.9,263.8,466.8,21.0,3899.0,-500.1,-63.4,-436.7,-746.6,-0.75,-0.75,-1.28,584.3,586.5,76.6,18.1,7619.5,9557.0,5485.0,2823.0,22661.5,1024.6,23686.1,1380.5,1544.4,216.1,736.0,1348.4,1522.3,179.7,719.5,51929.5,73057.2,27812.0,17274.8,6386.5,57404.5,15652.7,584.9,0.0,0.0,25.92,4.7,-10.7,29.0,2.8,,,,,-2776.4,AA-
2022-07,2022-08-17,monthly_results,0000080661-22-000073,4929.4,4694.0,89.8,587.2,98.2,310.0,30.8,68.5,5201.5,3399.8,340.8,544.9,21.0,4338.3,863.2,174.4,688.8,1116.0,1.17,1.17,1.9,584.4,587.2,72.2,17.6,7599.7,9633.2,5525.0,2827.5,22757.9,1030.0,23787.9,1815.1,2152.3,206.4,755.4,1695.7,1925.6,191.0,881.5,53330.4,74298.6,27985.3,17476.4,6386.8,57524.6,16774.0,584.8,0.17,111.66,27.84,7.3,-6.6,27.6,2.8,,,,,-2235.9,AA-
2022-08,2022-09-15,monthly_results,0000080661-22-000075,4081.1,3835.4,93.6,,102.7,-175.4,26.7,54.3,3843.7,2848.6,323.5,471.7,21.0,3694.2,149.5,29.8,119.7,-427.8,0.2,0.2,-0.74,584.4,587.2,74.1,19.5,7606.0,9730.3,5548.9,2832.1,22885.2,1036.2,23921.4,1474.3,1716.7,219.7,670.3,1366.6,1562.7,188.6,717.2,53866.3,75097.1,28112.9,17695.0,6387.1,58841.8,16255.3,585.1,0.22,125.89,26.94,8.2,-8.8,28.2,2.7,,,,,-2928.5,AA
2022-09,2022-10-13,quarterly_earnings,0000080661-22-000077,4007.3,3869.5,116.2,,132.7,-351.0,25.2,58.6,3735.0,3770.3,306.6,479.8,21.1,4605.2,-870.2,-185.8,-684.4,-1485.0,-1.17,-1.17,-2.54,584.6,587.1,97.2,19.0,7600.3,9823.8,5558.0,2835.5,22982.1,1039.8,24021.9,1455.5,1715.1,198.4,638.2,1379.6,1589.1,181.4,719.2,52330.4,75524.2,30631.8,17796.9,6387.4,60748.0,14776.2,585.1,0.0,0.0,24.41,5.0,-15.9,30.2,2.7,,,,,-3941.3,AA
2022-10,2022-11-16,monthly_results,0000080661-22-000082,5187.1,4872.7,95.9,587.1,117.6,178.6,26.7,73.0,5268.6,3788.4,398.1,557.8,21.0,4794.7,473.9,98.3,375.6,151.0,0.64,0.64,0.25,584.6,587.1,77.6,18.3,7677.9,10002.5,5564.1,2838.6,23244.5,1047.8,24292.3,1846.7,2086.3,203.1,1050.8,1750.8,2030.0,193.5,898.2,53060.3,76561.2,31052.7,18113.3,6387.7,61630.9,14930.3,585.0,0.0,0.0,24.68,5.1,-16.3,30.0,2.9,,,,,-4226.0,AA
2022-11,2022-12-14,monthly_results,0000080661-22-000084,3699.1,3988.8,92.2,587.1,122.0,159.7,22.0,60.4,4352.9,2965.7,322.4,448.8,21.0,3786.3,566.6,121.6,445.0,975.4,0.76,0.75,1.66,584.6,587.1,74.2,18.0,7732.1,10096.1,5560.1,2841.9,23388.3,1048.7,24437.0,1384.3,1570.9,192.2,551.8,1421.4,1652.6,189.3,725.3,54114.4,77194.3,31014.8,17785.4,6388.0,61259.6,15934.7,585.0,0.0,0.0,26.39,6.7,-11.5,28.6,2.9,,,,,-3554.7,AA
2022-12,2023-01-25,quarterly_earnings,0000080661-23-000002,3574.0,4030.0,93.3,587.1,152.5,-411.1,20.1,56.8,3848.3,3070.4,328.6,419.1,21.1,3863.5,-15.2,-21.0,5.8,27.9,0.01,0.01,0.04,584.5,587.1,76.0,17.3,7766.3,10131.0,5558.1,2851.3,23455.4,1046.4,24501.8,1348.3,1521.6,206.2,497.8,1440.8,1676.0,197.6,715.3,53548.3,75465.0,30359.3,17293.6,6388.3,59574.0,15891.0,584.9,0.07,128.6,26.32,4.4,-13.5,28.7,2.9,,,,,-3537.6,AA
2023-01,2023-02-15,monthly_results,0000080661-23-000004,5332.1,5042.7,96.0,586.9,133.2,245.6,22.4,74.1,5518.0,3825.6,411.9,675.6,21.1,4961.6,556.4,107.0,449.4,1044.0,0.76,0.76,1.78,584.9,586.9,75.8,20.2,7902.2,10430.6,5572.9,2865.0,23905.7,1053.3,24959.0,1918.2,2410.9,176.3,826.4,1829.2,2132.8,204.1,876.3,55426.3,77261.0,30441.8,17551.7,6388.7,60349.6,16911.4,585.3,0.23,129.54,28.05,7.1,-4.7,27.4,3.0,,,,,-2785.1,AA
2023-02,2023-03-15,monthly_results,0000080661-23-000012,6057.8,4166.6,95.1,587.0,129.6,-117.1,24.6,71.6,4275.3,3118.4,345.6,570.3,21.0,4084.7,190.6,40.3,150.3,-425.5,0.25,0.25,-0.73,584.9,587.0,74.5,20.6,8039.7,10737.3,5603.4,2885.4,24380.4,1060.2,25440.6,1812.0,2246.4,198.7,1800.9,1497.6,1757.5,185.7,725.6,55672.1,79151.7,30480.9,19460.9,6389.0,62664.1,16487.6,585.4,0.0,0.0,27.32,7.7,-6.0,27.9,3.0,,,,,-3513.8,AA
2023-03,2023-04-13,quarterly_earnings,0000080661-23-000019,4719.8,4323.8,106.2,,156.8,-56.7,25.5,60.5,4509.9,3680.0,358.3,612.0,21.2,4702.5,-192.6,-40.8,-151.8,432.7,-0.26,-0.26,0.73,584.9,587.0,85.1,21.1,8172.9,10995.5,5637.3,2912.6,24805.7,1071.2,25876.9,1684.2,2041.5,254.4,739.6,1533.4,1827.1,208.9,754.2,56686.4,80407.1,31026.4,19844.3,6389.3,63538.7,16868.4,585.4,0.0,0.0,27.97,5.3,0.1,27.5,3.0,,,,,-2774.1,AA
2023-04,2023-05-17,monthly_results,0000080661-23-000028,6075.4,5458.8,97.9,,144.2,18.4,30.1,87.7,5739.2,4425.0,445.4,563.8,21.1,5489.9,249.3,53.0,196.3,357.8,0.33,0.33,0.6,585.0,587.1,80.8,17.1,8337.1,11191.1,5715.9,2939.4,25244.1,1085.9,26330.0,2266.4,2525.9,243.2,1039.9,1967.1,2348.1,209.3,934.3,57573.2,81617.8,31594.6,20458.7,6389.6,64384.2,17233.6,585.3,0.0,0.0,28.6,7.8,7.2,27.0,3.0,,,,,-2569.6,AA
2023-05,2023-06-14,monthly_results,0000080661-23-000031,4321.4,4490.4,99.0,,155.6,-35.3,24.5,68.4,4703.6,3724.1,351.3,440.3,21.5,4567.0,136.6,28.4,108.2,-185.0,0.18,0.18,-0.32,584.9,587.0,82.7,16.3,8423.2,11243.3,5787.0,2957.5,25453.5,1095.3,26548.8,1650.9,1782.1,252.3,636.0,1608.3,1908.0,216.9,757.1,59009.8,82930.3,32080.6,20275.9,6886.2,65943.0,16987.3,585.4,0.0,0.0,28.17,7.9,5.1,28.8,3.0,,,,,-2940.8,AA
2023-06,2023-07-13,quarterly_earnings,0000080661-23-000034,4320.1,4515.2,104.9,,154.7,143.8,26.4,70.6,4910.7,4021.0,356.9,427.6,23.1,4860.9,49.8,8.9,40.9,-282.7,0.06,0.06,-0.49,584.9,587.1,88.9,16.0,8437.8,11220.5,5843.1,2974.3,25501.4,1101.1,26602.5,1616.4,1758.4,254.8,690.5,1631.8,1924.6,196.1,762.7,59265.6,82945.2,32753.3,20070.1,6886.5,66233.9,16711.3,585.3,0.0,0.0,27.71,10.9,8.0,29.2,2.9,,,,,-3350.8,AA
2023-07,2023-08-16,monthly_results,0000080661-23-000043,5950.5,5645.8,90.6,587.5,162.3,90.7,30.6,84.8,6014.2,4259.0,447.5,493.6,23.2,5259.3,754.9,150.5,604.4,647.2,1.03,1.02,1.1,584.9,587.5,75.2,15.4,8431.7,11211.2,5904.0,2987.8,25546.9,1105.6,26652.5,2183.7,2701.2,241.0,824.7,2065.7,2426.3,210.7,942.9,60449.4,83977.6,33052.5,20370.9,6886.9,66618.5,17359.1,585.1,0.21,123.14,28.82,10.3,5.0,28.4,2.9,,,,,-3296.9,AA
2023-08,2023-09-15,monthly_results,0000080661-23-000045,4743.8,4599.2,97.2,587.5,171.0,-80.6,26.3,69.0,4784.9,3720.8,361.5,457.8,23.3,4595.5,189.4,41.8,147.6,114.0,0.25,0.25,0.19,584.8,587.5,80.7,16.5,8377.0,11150.8,5934.3,3007.2,25462.1,1105.6,26567.7,1710.1,2099.1,251.5,683.0,1666.0,1956.7,212.0,764.5,61430.5,84990.6,33345.4,20514.7,6887.2,67569.7,17420.9,585.1,0.046822,130.01,28.93,10.4,8.4,28.3,2.9,,,,,-3339.2,AA-
2023-09,2023-10-13,quarterly_earnings,0000080661-23-000047,4899.5,4649.3,89.7,,176.9,-159.1,24.5,69.9,4761.5,3408.1,364.2,469.3,23.2,4295.6,465.9,96.6,369.3,-28.3,0.63,0.62,-0.05,584.8,587.6,73.1,16.6,8363.3,11154.3,5956.2,3025.2,25473.8,1110.3,26584.1,1762.5,2197.0,232.7,707.2,1682.3,1978.8,209.1,779.2,61870.5,85652.6,33577.3,20761.7,6887.6,68257.3,17395.3,585.0,0.056408,139.96,28.89,16.8,17.4,28.4,2.9,,,,,-3842.6,AA-
2023-10,2023-11-17,monthly_results,0000080661-23-000051,5528.8,5383.2,91.7,587.6,181.6,-87.1,25.2,82.0,5584.9,4073.9,413.8,530.4,23.3,5072.5,512.4,106.4,406.0,180.8,0.69,0.68,0.3,584.7,587.6,75.5,16.2,8336.4,11142.2,5964.4,3046.2,25443.0,1108.5,26551.5,1996.9,2331.8,259.4,940.8,1943.3,2292.6,247.6,899.8,62912.4,86803.8,33971.3,20967.6,6887.9,69237.3,17566.5,585.0,0.079457,150.26,29.18,16.8,17.3,28.2,2.9,-0.2,-2.3,-0.3,3.4,-4127.5,AA-
2023-11,2023-12-15,monthly_results,0000080661-23-000053,4725.1,5079.0,91.1,587.6,184.2,246.5,26.0,75.7,5611.4,3823.9,396.3,482.0,23.2,4756.4,855.0,174.4,680.6,1514.6,1.16,1.15,2.57,584.7,587.6,75.1,16.0,8312.4,11129.5,5965.3,3070.9,25407.2,1104.7,26511.9,1810.8,2062.5,225.6,626.2,1843.1,2178.3,219.2,838.4,65106.9,88195.6,34263.9,20593.4,6888.3,69152.8,19042.8,585.3,0.299855,163.11,31.69,18.0,20.3,26.6,3.0,2.1,9.2,2.3,3.4,-3071.9,AA-
2023-12,2024-01-24,quarterly_earnings,0000080661-24-000002,4875.9,5310.4,83.4,587.4,141.7,144.0,24.0,74.8,5694.9,3574.8,412.4,518.8,23.2,4558.9,1136.0,234.8,901.2,1719.1,1.53,1.53,2.92,585.0,587.4,67.1,16.3,8335.5,11190.4,5968.6,3096.5,25494.5,1098.5,26593.0,1865.8,2146.3,240.7,623.1,1930.4,2284.3,231.8,863.7,65998.6,88690.8,34389.2,20133.7,6888.6,68413.7,20277.1,585.3,0.000274,163.55,33.8,22.9,30.0,25.4,3.0,1.9,4.8,2.0,2.6,-2034.6,AA-
2024-01,2024-02-14,monthly_results,0000080661-24-000004,5495.7,5386.0,87.3,587.3,199.5,16.6,25.6,75.8,5703.5,3757.5,408.6,611.2,23.2,4831.0,872.5,171.8,700.7,813.3,1.19,1.18,1.37,585.3,587.3,69.6,17.7,8393.3,11350.0,5984.4,3127.9,25727.7,1095.8,26823.5,1995.2,2526.0,207.2,767.3,1958.7,2327.7,239.0,860.5,67523.9,90095.2,34583.6,20226.1,6889.0,69043.1,21052.1,585.7,0.208942,163.91,35.1,23.9,28.0,24.7,3.1,0.5,1.4,0.5,3.6,-1892.0,AA-
2024-02,2024-03-15,monthly_results,0000080661-24-000012,5720.5,5129.1,86.8,587.3,201.5,80.7,25.6,76.1,5513.0,3507.3,395.9,622.5,23.2,4578.9,934.1,197.0,737.1,264.0,1.24,1.24,0.43,585.4,587.3,68.2,18.6,8461.9,11541.3,6018.9,3163.6,26022.1,1097.7,27119.8,2089.8,2643.5,234.6,752.6,1864.1,2231.5,225.9,807.6,67638.5,90845.7,34581.6,20805.7,6889.3,70028.6,20817.1,585.7,0.003347,177.7,35.54,26.7,31.3,24.9,3.2,-0.7,5.0,-0.5,3.6,-2490.8,AA-
2024-03,2024-04-12,quarterly_earnings,0000080661-24-000016,7746.0,5633.5,84.3,587.4,216.6,58.3,33.0,84.6,6026.0,3706.8,427.7,697.7,23.2,4892.7,1133.3,239.7,893.6,1046.2,1.53,1.52,1.78,585.4,587.4,65.6,18.7,8592.9,11855.4,6075.7,3208.9,26524.0,1100.8,27624.8,2313.8,2912.6,291.6,2227.8,2034.9,2461.3,247.9,889.3,69038.0,94127.9,34831.0,22907.3,6889.7,72316.6,21811.3,585.7,0.011354,197.03,37.24,31.9,34.0,24.0,3.2,0.6,3.2,0.7,3.8,-2297.7,AA-
2024-04,2024-05-15,monthly_results,0000080661-24-000023,6178.0,5575.0,89.0,587.4,217.1,-266.1,33.0,85.1,5644.1,3932.9,423.4,692.4,23.2,5110.0,534.1,113.8,420.3,-193.2,0.72,0.72,-0.33,585.5,587.4,70.3,18.7,8720.5,12104.9,6152.7,3260.7,26978.1,1107.7,28085.8,2274.3,2667.3,289.5,946.7,2008.8,2446.1,243.8,876.1,69287.5,94947.3,35224.5,23634.0,6890.0,73320.7,21626.6,585.7,0.010269,209.92,36.92,32.4,30.2,24.2,3.2,-1.0,-4.2,-1.2,3.8,-3074.2,AA-
2024-05,2024-06-14,monthly_results,0000080661-24-000026,5975.1,5857.5,100.4,587.4,232.6,117.6,35.9,86.4,6330.0,4794.6,445.2,726.9,23.1,6030.6,299.4,63.7,235.7,645.5,0.4,0.4,1.1,585.4,587.4,81.7,18.7,8869.4,12382.7,6247.4,3305.2,27499.5,1114.1,28613.6,2279.8,2617.0,270.3,808.0,2116.6,2588.4,247.6,904.9,71440.3,96908.4,36462.8,23726.6,6890.4,74688.9,22219.5,585.7,0.022241,209.8,37.94,32.3,33.9,23.7,3.2,1.1,4.7,1.2,3.9,-2555.5,AA-
2024-06,2024-07-16,quarterly_earnings,0000080661-24-000028,5748.5,5777.0,86.2,587.4,235.3,22.2,37.4,88.3,6160.2,3867.8,439.0,760.5,23.3,5133.3,1026.9,224.2,802.7,1114.2,1.37,1.37,1.9,585.4,587.4,66.8,19.4,8964.8,12576.8,6311.8,3339.1,27853.4,1117.6,28971.0,2179.8,2543.8,271.1,753.8,2088.0,2561.0,244.5,883.5,72355.5,97893.0,36605.2,23680.4,6890.7,74552.6,23340.4,585.7,0.019514,209.32,39.85,35.4,40.2,22.8,3.2,0.8,3.3,0.9,3.9,-2161.3,AA-
2024-07,2024-08-14,monthly_results,0000080661-24-000033,6378.5,6066.1,88.0,587.7,243.4,62.2,38.3,91.9,6501.9,4096.8,460.4,873.4,23.3,5496.8,1005.1,191.6,813.5,1570.9,1.39,1.38,2.67,585.5,587.7,67.3,20.7,9127.6,12880.7,6391.1,3378.7,28399.4,1120.3,29519.7,2343.4,3041.7,265.1,728.3,2194.4,2701.0,260.5,910.1,75243.2,100388.9,36922.3,23972.7,6891.1,75486.7,24902.2,585.8,0.38691,220.61,42.51,35.3,43.5,21.7,3.3,1.7,1.4,1.7,4.0,-1202.5,AA-
