slice_name,path_name,review_months,mean_predicted,mean_ic,mean_hit_rate,mean_aggregate_oos_r2,mean_sell_pct,signal_changes,mode_changes,signal_agreement_with_shadow_rate,mode_agreement_with_shadow_rate,sell_agreement_with_shadow_rate,signal_agreement_with_live_rate,mode_agreement_with_live_rate,sell_agreement_with_live_rate,outperform_rate,neutral_rate,underperform_rate
pre_2020,live_production_ensemble_reduced,39,0.021323175021536748,0.2516771762887111,0.7053676012816703,-0.8996953579602046,0.5,12,0,0.48717948717948717,1.0,1.0,1.0,1.0,1.0,0.48717948717948717,0.5128205128205128,0.0
post_2020,shadow_baseline,69,0.09726512146704534,-0.07438028171242651,0.6425055455690419,-0.23181795717054127,0.5,0,0,1.0,1.0,1.0,0.7391304347826086,1.0,1.0,1.0,0.0,0.0
post_2020,ensemble_ridge_gbt_v18,69,0.08664512019201501,0.17832657341003594,0.6768220770579622,-0.36980452613975856,0.5,12,0,0.7536231884057971,1.0,1.0,0.782608695652174,1.0,1.0,0.7536231884057971,0.15942028985507245,0.08695652173913043
post_2020,ensemble_ridge_gbt_v16,69,0.08761398562226269,0.18198513990712822,0.6858821322932543,-0.3548685424222807,0.5,9,0,0.7391304347826086,1.0,1.0,0.8260869565217391,1.0,1.0,0.7391304347826086,0.14492753623188406,0.11594202898550725
post_2020,live_production_ensemble_reduced,69,0.07623951727920446,0.09472244865820172,0.6301428268508855,-0.7650945850401488,0.5,6,0,0.7391304347826086,1.0,1.0,1.0,1.0,1.0,0.7391304347826086,0.11594202898550725,0.14492753623188406
post_2020,ensemble_ridge_gbt_v20_value,69,0.07863344709864044,0.20608492360758798,0.6818198936579818,-0.3534954505245071,0.5,11,0,0.7246376811594203,1.0,1.0,0.8115942028985508,1.0,1.0,0.7246376811594203,0.15942028985507245,0.11594202898550725
post_2020,ensemble_ridge_gbt_v20_best,69,0.07380325104682951,0.22251016989829434,0.6838660143059746,-0.31977112187484413,0.5,14,0,0.6956521739130435,1.0,1.0,0.782608695652174,1.0,1.0,0.6956521739130435,0.18840579710144928,0.11594202898550725
post_2022,shadow_baseline,45,0.08712290705033753,-0.07931057556018578,0.6513022627440538,-0.21649141763919152,0.5,0,0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,0.0
post_2022,ensemble_ridge_gbt_v18,45,0.06644961509274312,0.17754714388876858,0.675753385925129,-0.3300819704095926,0.5,8,0,0.6666666666666666,1.0,1.0,0.7111111111111111,1.0,1.0,0.6666666666666666,0.2,0.13333333333333333
post_2022,ensemble_ridge_gbt_v16,45,0.06613065311529404,0.17614311940563535,0.6827485321326553,-0.31729597784262736,0.5,7,0,0.6222222222222222,1.0,1.0,0.7555555555555555,1.0,1.0,0.6222222222222222,0.2,0.17777777777777778
post_2022,ensemble_ridge_gbt_v20_value,45,0.059348674649413735,0.20523478234267706,0.6759171919815117,-0.33360424262628163,0.5,7,0,0.6222222222222222,1.0,1.0,0.7555555555555555,1.0,1.0,0.6222222222222222,0.2,0.17777777777777778
post_2022,live_production_ensemble_reduced,45,0.04654449190467691,0.09625111887188934,0.6277755791926636,-0.7248367762287954,0.5,6,0,0.6,1.0,1.0,1.0,1.0,1.0,0.6,0.17777777777777778,0.2222222222222222
post_2022,ensemble_ridge_gbt_v20_best,45,0.05263873980076562,0.22532986519010406,0.6780083906912995,-0.29929255507243635,0.5,10,0,0.5777777777777777,1.0,1.0,0.7111111111111111,1.0,1.0,0.5777777777777777,0.24444444444444444,0.17777777777777778
