date,benchmark,model_type,predicted,realized,slice_pre_2020,slice_2020_2021,slice_post_2022,slice_trailing_36m,vix,slice_low_vix,slice_high_vix
2009-03-31,VTI,ridge,0.9061155044954887,-0.09780430229406578,True,False,False,False,44.84,False,True
2009-04-30,VTI,ridge,0.8786534434013868,-0.1772617205180569,True,False,False,False,46.35,False,True
2009-05-29,VTI,ridge,0.8583094606030135,-0.16873602687788325,True,False,False,False,46.35,False,True
2009-06-30,VTI,ridge,0.7210922843498484,-0.0504841370774165,True,False,False,False,36.5,False,True
2009-07-31,VTI,ridge,0.6516540173070562,-0.02809166415186759,True,False,False,False,28.92,False,True
2009-08-31,VTI,ridge,0.6020965882837068,-0.048533774707063326,True,False,False,False,26.35,False,True
2009-09-30,VTI,ridge,-0.03039888413724947,0.057462345457908626,True,False,False,False,25.92,False,True
2009-10-30,VTI,ridge,-0.030348675896293392,0.08855906272670433,True,False,False,False,25.92,False,True
2009-11-30,VTI,ridge,-0.03440049899132759,0.1604372842985653,True,False,False,False,25.61,False,True
2009-12-31,VTI,ridge,-0.03378778764480923,0.10865311511182973,True,False,False,False,30.69,False,True
2010-01-29,VTI,ridge,-0.03365173813671307,0.15448270794217245,True,False,False,False,30.69,False,True
2010-02-26,VTI,ridge,-0.03430841490107314,0.15304326237791777,True,False,False,False,24.51,False,True
2010-03-31,VTI,ridge,0.0164568774428547,0.1124228976069791,True,False,False,False,24.62,False,True
2010-04-30,VTI,ridge,0.004642285523851007,0.046289269905693375,True,False,False,False,19.5,True,False
2010-05-31,VTI,ridge,-0.00755042205989806,-0.05307749980896603,True,False,False,False,17.59,True,False
2010-06-30,VTI,ridge,-0.0037124719374533946,-0.12850543349515053,True,False,False,False,22.05,False,True
2010-07-30,VTI,ridge,0.0014257354119726062,-0.11251871829414473,True,False,False,False,22.05,False,True
2010-08-31,VTI,ridge,-0.012848104165146791,-0.17239657384839324,True,False,False,False,34.54,False,True
