subset_label,benchmark,n_obs,n_features,ic,hit_rate,mae,oos_r2
B_plus_C__pif_growth_yoy__pe_ratio__pb_ratio,VXUS,175,14,-0.15443179755966424,0.46078431372549017,0.2125669721625421,-1.0079177525455436
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VTI,291,14,-0.19364873933186302,0.42342342342342343,0.17989765607876404,-1.2565233329613026
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VOO,180,14,-0.13596735961673737,0.37962962962962965,0.24401723087684005,-3.138871566358283
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VFH,259,14,-0.011601582786425632,0.46236559139784944,0.1666142170241587,-1.0090522191012608
B_plus_C__gainshare_est__pe_ratio__pb_ratio,BND,221,14,-0.04090327205645932,0.6066666666666667,0.15788021684332568,-1.1982810260616188
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VHT,259,14,0.06965132450158987,0.553763440860215,0.14777320199195326,-0.5750089309111237
B_plus_C__gainshare_est__pe_ratio__pb_ratio,GLD,250,14,0.02127979220286926,0.5833333333333334,0.19910433244588305,-1.0778990185863537
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VNQ,251,14,0.10650410901755927,0.55,0.16981988535468892,-0.885135452228502
B_plus_C__gainshare_est__pe_ratio__pb_ratio,VXUS,175,14,-0.11521156226395637,0.4803921568627451,0.21138834519829228,-1.1347805262064758
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VTI,291,15,0.03127280377998199,0.5,0.181275715531046,-1.9048254439814456
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VOO,180,15,0.11298323838386545,0.48148148148148145,0.16827280438792722,-0.7537053087012209
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VFH,259,15,0.08505294862400171,0.489247311827957,0.16092325310491692,-0.9262361226488702
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,BND,221,15,-0.013847223867847395,0.6866666666666666,0.13440687724867964,-0.5501576692726746
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VHT,259,15,0.11788791324144882,0.5806451612903226,0.14294962648528492,-0.4518335929757935
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,GLD,250,15,0.13304143579286146,0.6333333333333333,0.1784962510372884,-0.8655430815478824
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VNQ,251,15,0.17628455759732858,0.5777777777777777,0.1729337045821652,-0.8574715352142215
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio,VXUS,175,15,-0.1536808056276448,0.6176470588235294,0.17471872257966387,-0.4696334576441539
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VTI,291,15,-0.06692224606660331,0.4594594594594595,0.20746185440430842,-3.3970538889197757
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VOO,180,15,-0.09407566426606451,0.42592592592592593,0.2035294093643523,-1.4605898000139104
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VFH,259,15,0.025624765396431312,0.45698924731182794,0.16582437583556106,-1.0076261507440645
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,BND,221,15,-0.10203256167705191,0.6,0.15736717229815156,-1.1773031481096905
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VHT,259,15,0.13620939404898846,0.5913978494623656,0.15008506473730052,-0.5608118914217102
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,GLD,250,15,0.08652696556240921,0.5888888888888889,0.20049692886965625,-1.3203113157943411
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VNQ,251,15,0.044084001071233295,0.5722222222222222,0.18859241772326554,-1.3563908646954985
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pb_ratio,VXUS,175,15,-0.08209639761577611,0.5294117647058824,0.19316541009558585,-0.7975040024561493
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VTI,291,15,-0.07727063103482512,0.44594594594594594,0.19171046522703816,-2.0549365463824776
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VOO,180,15,-0.05581260474843811,0.4074074074074074,0.2026881234585688,-1.4202384324591315
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VFH,259,15,-0.16905988963007426,0.41397849462365593,0.16846756950323616,-0.9318405558918379
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,BND,221,15,-0.09176618525249326,0.5466666666666666,0.1594718101232074,-1.1829825072398594
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VHT,259,15,0.12855147933497135,0.5483870967741935,0.15273647480157315,-0.5849659544312273
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,GLD,250,15,0.09929172211879343,0.5722222222222222,0.19657352677496165,-1.001207510730794
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VNQ,251,15,0.10918948354489036,0.5722222222222222,0.1818238906882959,-1.0710605891062244
B_plus_C__combined_ratio_ttm__pif_growth_yoy__pe_ratio__pb_ratio,VXUS,175,15,-0.05338273990905253,0.5196078431372549,0.19422389927374012,-0.701235190542322
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VTI,291,15,-0.1742018223332711,0.43243243243243246,0.20002954261890238,-2.766976264951672
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VOO,180,15,-0.14305047444317087,0.37037037037037035,0.24557014073751487,-3.3006889965904502
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VFH,259,15,-0.0028426233560693865,0.46236559139784944,0.16123490214381134,-0.8446931519385308
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,BND,221,15,-0.025874921051701825,0.5866666666666667,0.15913387988881753,-1.2870670902165289
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VHT,259,15,0.07961539557028698,0.5376344086021505,0.14559982917142675,-0.5285789580379361
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,GLD,250,15,0.040104356347666764,0.5666666666666667,0.20537424627150308,-1.1980891923893169
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VNQ,251,15,0.06521193378414546,0.5055555555555555,0.18012042616437016,-1.0576816553374377
B_plus_C__combined_ratio_ttm__gainshare_est__pe_ratio__pb_ratio,VXUS,175,15,-0.06055549758677623,0.5392156862745098,0.19295384521182676,-0.8127015425924033
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VTI,291,15,-0.11437946898349657,0.45045045045045046,0.1890838107097589,-1.8490953081264214
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VOO,180,15,-0.14622699020614513,0.4074074074074074,0.20800605426880356,-1.5482478858650883
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VFH,259,15,-0.047924804043759234,0.45698924731182794,0.1727057857531319,-1.1304161452358636
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,BND,221,15,-0.040533945190436356,0.5933333333333334,0.15437152169018595,-1.1802244618266124
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VHT,259,15,0.1076759097059278,0.5591397849462365,0.15554983434190298,-0.6338560345498125
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,GLD,250,15,0.058771718198330034,0.5944444444444444,0.19945363879674247,-1.058127028084935
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VNQ,251,15,0.13614209556616144,0.5666666666666667,0.17380066321195017,-0.9931393589971178
B_plus_C__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VXUS,175,15,-0.19791682336776956,0.47058823529411764,0.21121331675607144,-1.0850809979525415
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VTI,291,16,-0.03485859106713601,0.49099099099099097,0.18869209394985445,-2.0389466848255373
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VOO,180,16,-0.06715333720820783,0.4351851851851852,0.20045303405040288,-1.42481822606545
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VFH,259,16,0.006504812702991899,0.45698924731182794,0.16585602737191635,-0.9514465951720383
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,BND,221,16,-0.08690148038626665,0.6,0.15653323843216066,-1.1625488983533843
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VHT,259,16,0.11911709019291018,0.5645161290322581,0.1518153136739574,-0.5647921109780343
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,GLD,250,16,0.05081481105982759,0.5944444444444444,0.20534494222636349,-1.3468464642732676
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VNQ,251,16,0.10886860333710975,0.5666666666666667,0.1782710842543983,-1.0889607116976352
B_plus_C__combined_ratio_ttm__pif_growth_yoy__gainshare_est__pe_ratio__pb_ratio,VXUS,175,16,-0.08257156452818055,0.5294117647058824,0.19365322419710856,-0.8031298197917238
