candidate_name,candidate_type,model_type,benchmark,n_features,feature_columns,notes,current_predicted_return,policy_return_sign,policy_return_neutral_3pct,ic,hit_rate,mae,oos_r2,nw_ic
gbt_lean_plus_two,model,gbt,VOO,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.09012527085923021,0.044583727232534044,0.04315999132607896,0.10984425364172323,0.5833333333333334,0.13809888462449682,-0.17418537203296514,0.10984425364172323
gbt_lean_plus_two,model,gbt,VXUS,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.15682708096650883,0.07924530159085216,0.07624656418020663,0.18051255183574985,0.6851851851851852,0.14202516578958352,-0.0666231153278396,0.18051255183574985
gbt_lean_plus_two,model,gbt,VWO,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.10768155901907202,0.06513531274472123,0.06587246049472771,0.062319077461703246,0.5862068965517241,0.14789755139966584,-0.25527300235864225,0.062319077461703246
gbt_lean_plus_two,model,gbt,VMBS,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.12981453405560003,0.10260977005370474,0.10110698549925633,0.07475713829376485,0.7,0.13645368116786763,-0.28504918306829463,0.07475713829376485
gbt_lean_plus_two,model,gbt,BND,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.11042905939374924,0.08848879283845884,0.08733468403462068,0.2214496330256519,0.6466666666666666,0.12697016978529224,-0.23363332325461084,0.2214496330256519
gbt_lean_plus_two,model,gbt,GLD,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.31637160434044836,0.04145454846974591,0.04512489710914856,0.08700040434094079,0.5444444444444444,0.18793441401384886,-0.5710065938623232,0.08700040434094079
gbt_lean_plus_two,model,gbt,DBC,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.36780038662011477,0.09372432646739697,0.09428763637427527,0.01579655685010624,0.6904761904761905,0.18729331836974744,-0.49868067158198026,0.01579655685010624
gbt_lean_plus_two,model,gbt,VDE,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Base v14/v15 GBT replacement candidate.,-0.406115552618537,0.03943101980131085,0.03670516200993387,-0.008768879378216278,0.5444444444444444,0.21698856323292448,-0.6533072104839759,-0.008768879378216278
ridge_lean_v1__v16,model,ridge,VOO,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,0.0343125272428462,0.026752631653172387,0.02995163002813707,0.0449569864814656,0.48148148148148145,0.1919358095951777,-1.2572538432741882,0.0449569864814656
ridge_lean_v1__v16,model,ridge,VXUS,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,-0.2110371080320459,0.08220818627336109,0.08044331353505606,0.3065153810245124,0.7037037037037037,0.14274326830139028,0.015934531286821096,0.3065153810245124
ridge_lean_v1__v16,model,ridge,VWO,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,0.07648634631665349,0.07564607031536975,0.07145301190107091,0.25138415102935735,0.6264367816091954,0.14601540838913898,-0.2816985058109802,0.25138415102935735
ridge_lean_v1__v16,model,ridge,VMBS,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,0.10580338430204732,0.11747978594522547,0.11701049014098545,0.29999305507326895,0.7666666666666667,0.1385276280512152,-0.4134599474895231,0.29999305507326895
ridge_lean_v1__v16,model,ridge,BND,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,0.1077823293146706,0.09989541270287461,0.09922362132309595,0.35939197297657677,0.7533333333333333,0.13246565163656376,-0.5748300364676509,0.35939197297657677
ridge_lean_v1__v16,model,ridge,GLD,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,0.0050415321226632785,0.051245189972725126,0.05038903015720785,0.2797555480107411,0.6555555555555556,0.1793232892250617,-0.7519539211983886,0.2797555480107411
ridge_lean_v1__v16,model,ridge,DBC,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,-0.009443580006988223,0.07227796865827239,0.07166359178183399,-0.040405241925278786,0.6190476190476191,0.19241164653134288,-0.6231088526559843,-0.040405241925278786
ridge_lean_v1__v16,model,ridge,VDE,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,book_value_per_share_growth_yoy,npw_growth_yoy",v16 Ridge with book value growth replacing ROE net income TTM.,-0.04806672782637944,0.056669520583409565,0.05162502512719816,0.040151445003446605,0.6111111111111112,0.19352845912294656,-0.27572628494582063,0.040151445003446605
