date,predicted,realized,prob_sell,live_hold_fraction,shadow_hold_fraction,live_sell_pct,shadow_sell_pct,live_recommendation_mode,shadow_recommendation_mode,would_change,disagreement_label,live_policy_return,shadow_policy_return,shadow_minus_live,shadow_beat_live,monitor_month_number,cumulative_shadow_minus_live,expanding_shadow_minus_live_mean,expanding_agreement_rate,cumulative_disagreement_months,selected_variant,selected_gate_style,selected_threshold,selected_promotion_eligible
2023-03-31,0.07128318683454105,-0.029253569527132133,0.20378325125781466,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.029253569527132133,-0.029253569527132133,0.0,False,150,0.0811991810789989,0.0005413278738599926,0.9333333333333333,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-04-28,0.11414789162538398,0.14687582211129158,0.19721539666390975,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.14687582211129158,0.14687582211129158,0.0,False,151,0.0811991810789989,0.0005377429210529727,0.9337748344370861,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-05-31,0.11834869288451175,0.2379039966254759,0.19434537205669553,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.2379039966254759,0.2379039966254759,0.0,False,152,0.0811991810789989,0.0005342051386776242,0.9342105263157895,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-06-30,0.12002469292242054,0.1581344709675773,0.1888857626123505,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1581344709675773,0.1581344709675773,0.0,False,153,0.0811991810789989,0.0005307136018235222,0.934640522875817,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-07-31,0.11635540437733674,0.43660292820547675,0.18620567500542845,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.43660292820547675,0.43660292820547675,0.0,False,154,0.0811991810789989,0.0005272674096038889,0.935064935064935,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-08-31,0.12469634426828029,0.4038915365880408,0.18350425611373333,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.4038915365880408,0.4038915365880408,0.0,False,155,0.0811991810789989,0.000523865684380638,0.9354838709677419,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-09-29,0.12258666263768545,0.3935673284024769,0.18289789273965146,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.3935673284024769,0.3935673284024769,0.0,False,156,0.0811991810789989,0.0005205075710192237,0.9358974358974359,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-10-31,0.017020197231288087,0.24519769910204364,0.22446801239907696,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.12259884955102182,0.12259884955102182,0.0,False,157,0.0811991810789989,0.0005171922361719674,0.9363057324840764,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-11-30,0.017220654900567633,0.1585661618960033,0.21889969823231725,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.07928308094800166,0.07928308094800166,0.0,False,158,0.0811991810789989,0.0005139188675886005,0.9367088607594937,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-12-29,0.01909546163058161,0.24618040058491633,0.20143768064253606,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.12309020029245817,0.12309020029245817,0.0,False,159,0.0811991810789989,0.0005106866734528232,0.9371069182389937,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2024-01-31,0.0352958544349012,0.12610985971622185,0.20823481283159628,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.12610985971622185,0.12610985971622185,0.0,False,160,0.0811991810789989,0.0005074948817437431,0.9375,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2024-02-29,0.0334493412565868,0.17273863968437214,0.20652725935303445,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.17273863968437214,0.17273863968437214,0.0,False,161,0.0811991810789989,0.0005043427396211111,0.937888198757764,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2024-03-29,0.026574752451230234,0.14263401504997733,0.23611552338389596,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.07131700752498867,0.07131700752498867,0.0,False,162,0.0811991810789989,0.0005012295128333264,0.9382716049382716,10,gemini_veto_0.50,veto_regression_sell,0.5,True
