horizon_months,model_name,target_kind,n_obs,fold_count,n_features,target_mae,target_rmse,growth_mae,growth_rmse,future_bvps_mae,future_bvps_rmse,directional_hit_rate,spearman_ic,mean_predicted_growth,mean_realized_growth,target_variant,feature_block
1,elastic_net_bridge,growth,186,31,11,0.03389050081474972,0.05225124643842792,0.03389050081474972,0.05225124643842792,0.9690199669439452,2.0346455606327143,0.7473118279569892,0.03828727813547548,0.020875163340986314,0.017982739423810127,adjusted,accounting_core
1,ridge_bridge,growth,186,31,6,0.043654994562864216,0.1224930555578178,0.043654994562864216,0.1224930555578178,1.3226010343809593,4.220100642503253,0.7311827956989247,0.018989318799565478,-0.002944193453542403,0.017982739423810127,adjusted,logical_interactions
1,elastic_net_bridge,growth,186,31,6,0.026396441808320816,0.0447595603798044,0.026396441808320816,0.0447595603798044,0.754058710922004,1.8381684839329584,0.7956989247311828,0.15765801261835907,0.02081331263889013,0.017982739423810127,adjusted,logical_interactions
1,ridge_bridge,growth,186,31,26,0.05484809618908095,0.1889661950179813,0.05484809618908095,0.1889661950179813,1.6864385814356952,6.374904902140333,0.7473118279569892,0.03227484859363417,-0.013962580643574947,0.017982739423810127,adjusted,bridge_combined
1,elastic_net_bridge,growth,186,31,26,1.562821002033882,9.370434311072344,1.562821002033882,9.370434311072344,51.58266191384586,312.3804480642998,0.6451612903225806,0.016650737333849287,-1.5095493589850792,0.017982739423810127,adjusted,bridge_combined
3,no_change_bvps,growth,180,30,0,0.05734220958934048,0.07022380347177538,0.05734220958934048,0.07022380347177538,1.4983333333333329,2.3280366071959526,0.25555555555555554,,0.0,0.03190318601597351,raw,baseline
3,drift_bvps_growth,growth,180,30,0,0.0496652182375334,0.0644462131467366,0.0496652182375334,0.0644462131467366,1.3176057199805766,2.236455318305588,0.7222222222222222,0.06383892969381581,0.023705160742614185,0.03190318601597351,raw,baseline
3,trailing_3m_growth,growth,180,30,0,0.05055346265912698,0.06779810851538248,0.05055346265912698,0.06779810851538248,1.3214727354992415,2.477867225480124,0.6444444444444445,0.41957296555343415,0.02343987345122752,0.03190318601597351,raw,baseline
3,seasonal_month_drift,growth,180,30,0,0.048109968509336215,0.06428390322257277,0.048109968509336215,0.06428390322257277,1.3315129461382986,2.17744291903684,0.7222222222222222,0.08879145252305494,0.033109102714960335,0.03190318601597351,raw,baseline
3,ridge_bridge,growth,180,30,9,0.049265119405050635,0.06435128565813641,0.049265119405050635,0.06435128565813641,1.3075301021031802,2.2507522411329988,0.7166666666666667,0.16023128285852442,0.023100435462343392,0.03190318601597351,raw,bvps_lags
3,elastic_net_bridge,growth,180,30,9,0.0603502277403047,0.07964445355695983,0.0603502277403047,0.07964445355695983,1.591948649698965,2.5827941041224456,0.5166666666666667,0.2226735393067687,0.014280690686569002,0.03190318601597351,raw,bvps_lags
3,ridge_bridge,growth,180,30,11,0.09017811392820628,0.25255252864244115,0.09017811392820628,0.25255252864244115,2.8354414967200134,9.344214254388488,0.7222222222222222,0.23699496898052405,0.07273546106756833,0.03190318601597351,raw,accounting_core
3,elastic_net_bridge,growth,180,30,11,0.4827687760396653,2.2992649530871554,0.4827687760396653,2.2992649530871554,17.102015242929788,85.55198031735256,0.7277777777777777,0.44003004207948804,0.44990637830934244,0.03190318601597351,raw,accounting_core
3,ridge_bridge,growth,180,30,6,0.09013484543292126,0.2500303084275954,0.09013484543292126,0.2500303084275954,2.830845281540199,9.27965272015327,0.7222222222222222,0.18393571818060225,0.07151384668005879,0.03190318601597351,raw,logical_interactions
3,elastic_net_bridge,growth,180,30,6,0.7795707893111004,4.0361901823748685,0.7795707893111004,4.0361901823748685,28.470658928771936,150.8116980167036,0.6777777777777778,0.36231159397923807,-0.7042958353547929,0.03190318601597351,raw,logical_interactions
