model_family,model_type,feature,experiment_mode,feature_group,family,n_benchmarks,mean_delta_ic,mean_delta_oos_r2,mean_delta_balanced_accuracy,mean_delta_brier_score,mean_delta_score,positive_benchmark_count
regression,gbt,ta_ratio_bb_pct_b_6m_voo,replace_vix,ratio_bollinger,volatility,8,-0.022059857636751643,-0.03256689770188714,,,-0.02731337766931939,3
regression,gbt,ta_ratio_bb_pct_b_6m_voo,replace_vol_63d,ratio_bollinger,volatility,8,0.025494069270826435,0.039041250866084426,,,0.03226766006845543,5
regression,gbt,ta_ratio_bb_pct_b_6m_vwo,add_feature,ratio_bollinger,volatility,8,0.006839209597313899,0.05946396698474728,,,0.03315158829103059,6
regression,gbt,ta_ratio_bb_pct_b_6m_vwo,replace_mom_12m,ratio_bollinger,volatility,8,0.03551747181965749,0.15122362232279196,,,0.09337054707122472,7
regression,gbt,ta_ratio_bb_pct_b_6m_vwo,replace_vix,ratio_bollinger,volatility,8,0.026619800336400865,0.09527705318278154,,,0.060948426759591195,7
regression,gbt,ta_ratio_bb_pct_b_6m_vwo,replace_vol_63d,ratio_bollinger,volatility,8,0.07388984350761511,0.13752849960891061,,,0.10570917155826287,8
regression,gbt,ta_ratio_bb_pct_b_6m_vxus,add_feature,ratio_bollinger,volatility,8,-0.023018289007175098,-0.06353693035043498,,,-0.04327760967880505,2
regression,gbt,ta_ratio_bb_pct_b_6m_vxus,replace_mom_12m,ratio_bollinger,volatility,8,0.00925605722670071,0.0476133899230204,,,0.028434723574860557,6
regression,gbt,ta_ratio_bb_pct_b_6m_vxus,replace_vix,ratio_bollinger,volatility,8,-0.0007796315273399385,-0.013072276848830812,,,-0.006925954188085375,4
regression,gbt,ta_ratio_bb_pct_b_6m_vxus,replace_vol_63d,ratio_bollinger,volatility,8,0.04140984759824026,0.023337751794423017,,,0.03237379969633163,6
regression,gbt,ta_ratio_bb_width_6m_bnd,add_feature,ratio_bollinger,volatility,8,-0.034435283768835506,-0.066034302339957,,,-0.05023479305439625,3
regression,gbt,ta_ratio_bb_width_6m_bnd,replace_mom_12m,ratio_bollinger,volatility,8,-0.012805036823651505,0.04384487887841598,,,0.015519921027382241,5
regression,gbt,ta_ratio_bb_width_6m_bnd,replace_vix,ratio_bollinger,volatility,8,-0.024662086798708786,-0.06643674154335147,,,-0.04554941417103013,4
regression,gbt,ta_ratio_bb_width_6m_bnd,replace_vol_63d,ratio_bollinger,volatility,8,0.0006066594416879803,-0.04640733175598012,,,-0.02290033615714607,4
regression,gbt,ta_ratio_bb_width_6m_dbc,add_feature,ratio_bollinger,volatility,8,0.03252959589365613,0.014610757492518073,,,0.0235701766930871,7
regression,gbt,ta_ratio_bb_width_6m_dbc,replace_mom_12m,ratio_bollinger,volatility,8,0.050963326464945675,0.09729936663178979,,,0.07413134654836773,7
regression,gbt,ta_ratio_bb_width_6m_dbc,replace_vix,ratio_bollinger,volatility,8,0.003365045676716888,-0.014796705631746798,,,-0.005715829977514953,4
regression,gbt,ta_ratio_bb_width_6m_dbc,replace_vol_63d,ratio_bollinger,volatility,8,0.05741884170050044,0.019456070349737203,,,0.038437456025118825,6
regression,gbt,ta_ratio_bb_width_6m_gld,add_feature,ratio_bollinger,volatility,8,-0.010884234143026535,-0.05717421516130381,,,-0.03402922465216517,5
regression,gbt,ta_ratio_bb_width_6m_gld,replace_mom_12m,ratio_bollinger,volatility,8,-0.01978129114127064,0.055533849761463555,,,0.017876279310096464,6
regression,gbt,ta_ratio_bb_width_6m_gld,replace_vix,ratio_bollinger,volatility,8,-0.003624867186236863,-0.0030314466869065457,,,-0.0033281569365717044,5
regression,gbt,ta_ratio_bb_width_6m_gld,replace_vol_63d,ratio_bollinger,volatility,8,0.028809831315957192,0.004210572790373998,,,0.01651020205316559,5
regression,gbt,ta_ratio_bb_width_6m_vde,add_feature,ratio_bollinger,volatility,8,0.007754869219559502,0.056580305845886726,,,0.03216758753272311,5
regression,gbt,ta_ratio_bb_width_6m_vde,replace_mom_12m,ratio_bollinger,volatility,8,0.03193304906396962,0.16692295082735464,,,0.09942799994566215,6
regression,gbt,ta_ratio_bb_width_6m_vde,replace_vix,ratio_bollinger,volatility,8,0.0023461417219303674,0.05271575678982926,,,0.027530949255879802,4
regression,gbt,ta_ratio_bb_width_6m_vde,replace_vol_63d,ratio_bollinger,volatility,8,0.039318589638795906,0.04010070166877613,,,0.03970964565378602,6
regression,gbt,ta_ratio_bb_width_6m_vmbs,add_feature,ratio_bollinger,volatility,8,-0.010435416565604302,-0.08389452951246565,,,-0.04716497303903497,3
regression,gbt,ta_ratio_bb_width_6m_vmbs,replace_mom_12m,ratio_bollinger,volatility,8,0.006223112628213004,0.043037164869338965,,,0.02463013874877598,5
regression,gbt,ta_ratio_bb_width_6m_vmbs,replace_vix,ratio_bollinger,volatility,8,-0.022697239808468498,-0.0798894205299353,,,-0.0512933301692019,4
regression,gbt,ta_ratio_bb_width_6m_vmbs,replace_vol_63d,ratio_bollinger,volatility,8,0.006851484053462548,-0.03310326218143828,,,-0.013125889063987869,5
regression,gbt,ta_ratio_bb_width_6m_voo,add_feature,ratio_bollinger,volatility,8,-0.011052027821026211,0.12727617540764247,,,0.058112073793308135,6
regression,gbt,ta_ratio_bb_width_6m_voo,replace_mom_12m,ratio_bollinger,volatility,8,0.025837587484287872,0.22751157369957795,,,0.1266745805919329,7
regression,gbt,ta_ratio_bb_width_6m_voo,replace_vix,ratio_bollinger,volatility,8,-0.015894258911863142,0.11619723388011609,,,0.05015148748412647,4
regression,gbt,ta_ratio_bb_width_6m_voo,replace_vol_63d,ratio_bollinger,volatility,8,0.025542154934893545,0.1230620862304494,,,0.07430212058267147,7
regression,gbt,ta_ratio_bb_width_6m_vwo,add_feature,ratio_bollinger,volatility,8,-0.009949629017552721,-0.06665508595667662,,,-0.03830235748711467,3
regression,gbt,ta_ratio_bb_width_6m_vwo,replace_mom_12m,ratio_bollinger,volatility,8,-0.01153813624180106,0.05385384327124813,,,0.021157853514723532,6
regression,gbt,ta_ratio_bb_width_6m_vwo,replace_vix,ratio_bollinger,volatility,8,-0.01580878925806033,-0.056343581673915386,,,-0.036076185465987856,4
regression,gbt,ta_ratio_bb_width_6m_vwo,replace_vol_63d,ratio_bollinger,volatility,8,0.023760515388336408,-0.0396727849249646,,,-0.007956134768314096,4
regression,gbt,ta_ratio_bb_width_6m_vxus,add_feature,ratio_bollinger,volatility,8,-0.009455877309305642,-0.04562608935968873,,,-0.027540983334497178,4
regression,gbt,ta_ratio_bb_width_6m_vxus,replace_mom_12m,ratio_bollinger,volatility,8,-0.006796301597330249,0.0699623489269349,,,0.031583023664802326,6
regression,gbt,ta_ratio_bb_width_6m_vxus,replace_vix,ratio_bollinger,volatility,8,-0.00338957506371817,0.0004084547766899215,,,-0.0014905601435141243,6
regression,gbt,ta_ratio_bb_width_6m_vxus,replace_vol_63d,ratio_bollinger,volatility,8,0.02182174234975738,0.022297477493163693,,,0.02205960992146054,5
regression,gbt,ta_ratio_ema_gap_12m_bnd,add_feature,ratio_trend,trend,8,-0.006416621906307684,0.024873489224265063,,,0.00922843365897869,5
regression,gbt,ta_ratio_ema_gap_12m_bnd,replace_mom_12m,ratio_trend,trend,8,0.05543558037991006,0.1269675862054342,,,0.09120158329267214,7
regression,gbt,ta_ratio_ema_gap_12m_bnd,replace_vix,ratio_trend,trend,8,-0.015379486721129026,0.004661118482983159,,,-0.005359184119072928,5
regression,gbt,ta_ratio_ema_gap_12m_bnd,replace_vol_63d,ratio_trend,trend,8,0.06673633278694349,0.08871519456511645,,,0.07772576367602996,7
regression,gbt,ta_ratio_ema_gap_12m_dbc,add_feature,ratio_trend,trend,8,0.023594835629862206,-0.018222856610246384,,,0.002685989509807911,5
regression,gbt,ta_ratio_ema_gap_12m_dbc,replace_mom_12m,ratio_trend,trend,8,0.0242102580469574,0.04133421511778504,,,0.032772236582371224,5
regression,gbt,ta_ratio_ema_gap_12m_dbc,replace_vix,ratio_trend,trend,8,0.016483193211363996,-0.01920123571881861,,,-0.001359021253727312,3
regression,gbt,ta_ratio_ema_gap_12m_dbc,replace_vol_63d,ratio_trend,trend,8,0.04010842383772435,-0.0028589174942120488,,,0.018624753171756152,5
regression,gbt,ta_ratio_ema_gap_12m_gld,add_feature,ratio_trend,trend,8,-0.020553555350952102,-0.06701108406977979,,,-0.04378231971036595,2
regression,gbt,ta_ratio_ema_gap_12m_gld,replace_mom_12m,ratio_trend,trend,8,-0.010387085126019316,-0.004871638905286638,,,-0.0076293620156529796,6
regression,gbt,ta_ratio_ema_gap_12m_gld,replace_vix,ratio_trend,trend,8,-0.029962707006121546,-0.07955679524657651,,,-0.05475975112634904,3
regression,gbt,ta_ratio_ema_gap_12m_gld,replace_vol_63d,ratio_trend,trend,8,0.0431272741195963,-0.00374318739711936,,,0.019692043361238462,4
regression,gbt,ta_ratio_ema_gap_12m_vde,add_feature,ratio_trend,trend,8,-0.022963790074248765,-0.10119598440902977,,,-0.062079887241639264,3
regression,gbt,ta_ratio_ema_gap_12m_vde,replace_mom_12m,ratio_trend,trend,8,-0.0020272049291646145,0.006032846040513259,,,0.002002820555674324,5
regression,gbt,ta_ratio_ema_gap_12m_vde,replace_vix,ratio_trend,trend,8,-0.0364930300751219,-0.07685720597052381,,,-0.05667511802282286,2
regression,gbt,ta_ratio_ema_gap_12m_vde,replace_vol_63d,ratio_trend,trend,8,0.026051305776911983,-0.006052712623777698,,,0.009999296576567146,4
regression,gbt,ta_ratio_ema_gap_12m_vmbs,add_feature,ratio_trend,trend,8,-0.012359467478772191,0.009326362901678618,,,-0.0015165522885467863,5
regression,gbt,ta_ratio_ema_gap_12m_vmbs,replace_mom_12m,ratio_trend,trend,8,0.01231088330737686,0.11426196998703289,,,0.06328642664720488,6
regression,gbt,ta_ratio_ema_gap_12m_vmbs,replace_vix,ratio_trend,trend,8,-0.026482645676118,0.053399484671217606,,,0.013458419497549792,3
regression,gbt,ta_ratio_ema_gap_12m_vmbs,replace_vol_63d,ratio_trend,trend,8,0.050538644947178565,0.07997866223544145,,,0.06525865359131,6
regression,gbt,ta_ratio_ema_gap_12m_voo,add_feature,ratio_trend,trend,8,-0.020105642165786815,-0.3645593294334354,,,-0.19233248579961107,5
regression,gbt,ta_ratio_ema_gap_12m_voo,replace_mom_12m,ratio_trend,trend,8,-0.018077806348501688,-0.33395115237362816,,,-0.1760144793610649,5
regression,gbt,ta_ratio_ema_gap_12m_voo,replace_vix,ratio_trend,trend,8,-0.027830175807352378,-0.4499014290724277,,,-0.23886580243989006,5
regression,gbt,ta_ratio_ema_gap_12m_voo,replace_vol_63d,ratio_trend,trend,8,0.01875340713187198,-0.3429493030952607,,,-0.16209794798169438,4
regression,gbt,ta_ratio_ema_gap_12m_vwo,add_feature,ratio_trend,trend,8,0.001693194421825396,-0.0606219087445442,,,-0.0294643571613594,4
regression,gbt,ta_ratio_ema_gap_12m_vwo,replace_mom_12m,ratio_trend,trend,8,0.046949932119766176,0.06141423224653268,,,0.05418208218314943,6
regression,gbt,ta_ratio_ema_gap_12m_vwo,replace_vix,ratio_trend,trend,8,-0.02425467624954929,-0.053865506995659555,,,-0.03906009162260442,4
regression,gbt,ta_ratio_ema_gap_12m_vwo,replace_vol_63d,ratio_trend,trend,8,0.04514242030398375,-0.003005719252812712,,,0.02106835052558552,6
regression,gbt,ta_ratio_ema_gap_12m_vxus,add_feature,ratio_trend,trend,8,0.017520841149179917,-0.04320447945502001,,,-0.012841819152920049,6
regression,gbt,ta_ratio_ema_gap_12m_vxus,replace_mom_12m,ratio_trend,trend,8,0.045571742169908405,0.07017017253282404,,,0.05787095735136622,6
regression,gbt,ta_ratio_ema_gap_12m_vxus,replace_vix,ratio_trend,trend,8,-0.0064860302612240565,-0.0330754292729039,,,-0.019780729767063972,4
regression,gbt,ta_ratio_ema_gap_12m_vxus,replace_vol_63d,ratio_trend,trend,8,0.05756563476677032,0.01593713188267653,,,0.03675138332472342,5
regression,gbt,ta_ratio_roc_6m_bnd,add_feature,ratio_momentum,momentum,8,0.006433190420462692,-0.0023782158323833145,,,0.0020274872940396886,5
regression,gbt,ta_ratio_roc_6m_bnd,replace_mom_12m,ratio_momentum,momentum,8,0.026651594926857657,0.0808851789659687,,,0.05376838694641317,6
regression,gbt,ta_ratio_roc_6m_bnd,replace_vix,ratio_momentum,momentum,8,-0.004382643417320524,-0.028531114330660568,,,-0.016456878873990548,5
regression,gbt,ta_ratio_roc_6m_bnd,replace_vol_63d,ratio_momentum,momentum,8,0.03895190188739655,-0.004797268370062613,,,0.017077316758666965,6
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.005414410680068937,-0.022145767730944087,,,-0.013780089205506512,5
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,0.027071933429257435,0.0509814789701844,,,0.039026706199720915,5
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.010592923546050115,-0.050100644977788586,,,-0.030346784261919345,3
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.03203403071482469,-0.011461943155030262,,,0.010286043779897211,7
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.02084456737425171,-0.0346587184405972,,,-0.027751642907424455,5
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,0.026019557186061294,0.06791380969028188,,,0.04696668343817158,7
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.016469549657283946,-0.04450887223008627,,,-0.030489210943685105,4
regression,gbt,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.03575716537685657,0.0016497931861787773,,,0.01870347928151768,5
regression,gbt,ta_ratio_roc_6m_dbc,add_feature,ratio_momentum,momentum,8,-0.007075923400877448,-0.048749354773581915,,,-0.027912639087229678,3
regression,gbt,ta_ratio_roc_6m_dbc,replace_mom_12m,ratio_momentum,momentum,8,0.0371081181621228,0.04276793562838522,,,0.03993802689525401,7
regression,gbt,ta_ratio_roc_6m_dbc,replace_vix,ratio_momentum,momentum,8,-0.038007092666218975,-0.04380538959967536,,,-0.04090624113294717,4
regression,gbt,ta_ratio_roc_6m_dbc,replace_vol_63d,ratio_momentum,momentum,8,0.026895958421108847,0.015662872664055034,,,0.02127941554258194,5
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.007544257247189165,-0.04958640978165713,,,-0.028565333514423148,3
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,0.03783687814361429,0.0703343978895981,,,0.05408563801660619,7
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.015301608652583917,-0.042117486765783155,,,-0.028709547709183537,3
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.04669336256480749,0.02010874492695796,,,0.033401053745882724,6
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.0010349026292474084,-0.0419982541250772,,,-0.02151657837716231,4
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,0.014629222037106593,0.02555281670477632,,,0.020091019370941456,6
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.033218576871117275,-0.03510698961992968,,,-0.03416278324552348,2
regression,gbt,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.055409015547282184,0.013894307705405375,,,0.03465166162634379,5
regression,gbt,ta_ratio_roc_6m_gld,add_feature,ratio_momentum,momentum,8,-0.04479780208336223,-0.10300803786633353,,,-0.07390291997484788,2
regression,gbt,ta_ratio_roc_6m_gld,replace_mom_12m,ratio_momentum,momentum,8,-0.02181402791382893,0.03439139225623574,,,0.006288682171203406,6
regression,gbt,ta_ratio_roc_6m_gld,replace_vix,ratio_momentum,momentum,8,-0.0441598601131927,-0.058750344504651233,,,-0.05145510230892197,1
regression,gbt,ta_ratio_roc_6m_gld,replace_vol_63d,ratio_momentum,momentum,8,0.0034196554644737136,-0.04092683137132082,,,-0.01875358795342355,4
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.007348638198820915,-0.04174793240733296,,,-0.02454828530307694,4
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.008054153759942655,0.0349188082753911,,,0.013432327257724223,6
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.006712640454456762,-0.02375954799146583,,,-0.015236094222961297,4
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.04019993438274798,0.0023216063554670208,,,0.0212607703691075,7
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.045096662137654626,-0.04797644644953712,,,-0.04653655429359587,3
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.02811093073089449,0.036150858613057946,,,0.004019963941081724,5
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.041930695374943885,-0.05480793104031326,,,-0.04836931320762858,1
regression,gbt,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.019933039938185182,0.021793637002453438,,,0.02086333847031931,6
regression,gbt,ta_ratio_roc_6m_vde,add_feature,ratio_momentum,momentum,8,-0.02647497819010351,-0.06289426747092144,,,-0.04468462283051247,3
regression,gbt,ta_ratio_roc_6m_vde,replace_mom_12m,ratio_momentum,momentum,8,-0.03821015107481866,-0.0851785543444491,,,-0.06169435270963388,4
regression,gbt,ta_ratio_roc_6m_vde,replace_vix,ratio_momentum,momentum,8,-0.0449448135152092,-0.11611779419453354,,,-0.08053130385487137,4
regression,gbt,ta_ratio_roc_6m_vde,replace_vol_63d,ratio_momentum,momentum,8,0.021761331471776772,0.008004407085124218,,,0.014882869278450495,4
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.0010028559285867912,-0.06190860787553929,,,-0.031455731902063036,5
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.013017616351984427,0.0022159838254134506,,,-0.005400816263285486,5
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.025204490373676353,-0.04408182563251553,,,-0.03464315800309594,4
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.023759072320665896,0.016635251853892245,,,0.020197162087279074,7
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.01614740025082,-0.02449007054214459,,,-0.020318735396482292,4
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,0.014047683009770067,0.009803427242932893,,,0.011925555126351479,6
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.0067311404389803365,0.0021271066355368073,,,-0.0023020169017217646,4
regression,gbt,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.01959744839945233,0.02529116082034112,,,0.02244430460989673,5
regression,gbt,ta_ratio_roc_6m_vmbs,add_feature,ratio_momentum,momentum,8,0.0015236978747642871,-0.01661246710192985,,,-0.0075443846135827795,5
regression,gbt,ta_ratio_roc_6m_vmbs,replace_mom_12m,ratio_momentum,momentum,8,0.02825837977005148,0.08264291803277096,,,0.055450648901411215,6
regression,gbt,ta_ratio_roc_6m_vmbs,replace_vix,ratio_momentum,momentum,8,-0.01029726141501379,-0.0410708670823062,,,-0.025684064248659995,4
regression,gbt,ta_ratio_roc_6m_vmbs,replace_vol_63d,ratio_momentum,momentum,8,0.04780826958056872,0.034633709167003465,,,0.041220989373786085,6
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.023640065502401986,-0.05919864120389933,,,-0.04141935335315066,1
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,0.01078272097984274,0.04426678921259007,,,0.027524755096216408,5
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.029930604304618875,-0.05560666158828315,,,-0.042768632946451016,1
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.034349956803543746,-0.029139293509495616,,,0.0026053316470240687,6
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,0.008450118699426,-0.020276723847213532,,,-0.005913302573893761,5
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,0.033989325156452616,0.09542824037057286,,,0.06470878276351275,7
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.014862022493196955,-0.019463357393976533,,,-0.017162689943586745,4
regression,gbt,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.07259010846924255,0.04785538337145252,,,0.06022274592034754,7
regression,gbt,ta_ratio_roc_6m_voo,add_feature,ratio_momentum,momentum,8,-0.054470809179161736,-0.5524366434388774,,,-0.3034537263090196,3
regression,gbt,ta_ratio_roc_6m_voo,replace_mom_12m,ratio_momentum,momentum,8,-0.06141565240172886,-0.5725149853412399,,,-0.3169653188714843,3
regression,gbt,ta_ratio_roc_6m_voo,replace_vix,ratio_momentum,momentum,8,-0.052538845065938436,-0.5777921839094057,,,-0.3151655144876721,2
regression,gbt,ta_ratio_roc_6m_voo,replace_vol_63d,ratio_momentum,momentum,8,-0.014707216785282157,-0.5928514844579535,,,-0.3037793506216178,4
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.0057921449305687114,-0.525075906245107,,,-0.26543402558783785,4
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,0.013838584906586824,-0.4222407312090636,,,-0.2042010731512384,5
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.01129254651716008,-0.5000096960925877,,,-0.25565112130487394,3
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.026731112075021594,-0.5514607577009721,,,-0.2623648228129753,6
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.030407973266349364,-0.5014998780625382,,,-0.2659539256644437,4
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.03612677555182293,-0.5069100202802023,,,-0.27151839791601257,4
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.04504181069375813,-0.5406721674873337,,,-0.2928569890905459,3
regression,gbt,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.007189032240872771,-0.5365824708305217,,,-0.2718857515356973,5
regression,gbt,ta_ratio_roc_6m_vwo,add_feature,ratio_momentum,momentum,8,-0.02900448149044242,-0.19540443550024372,,,-0.11220445849534308,4
regression,gbt,ta_ratio_roc_6m_vwo,replace_mom_12m,ratio_momentum,momentum,8,-0.07312072647919907,-0.10257296180915053,,,-0.08784684414417479,4
regression,gbt,ta_ratio_roc_6m_vwo,replace_vix,ratio_momentum,momentum,8,-0.03278127001475594,-0.14533990732063967,,,-0.0890605886676978,4
regression,gbt,ta_ratio_roc_6m_vwo,replace_vol_63d,ratio_momentum,momentum,8,0.025836261393608003,-0.08751445989923566,,,-0.030839099252813827,7
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.04153913295690201,-0.10141805346205382,,,-0.07147859320947791,4
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.01569366952715801,0.006705180721763668,,,-0.004494244402697162,6
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.024010854154076854,-0.08422806145312457,,,-0.054119457803600717,3
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.00091918045637286,-0.054761823444477165,,,-0.02692132149405215,4
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,0.014201671623972522,-0.046013731944315406,,,-0.01590603016017144,6
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,0.0016737703791033093,0.0467865524570394,,,0.024230161418071355,6
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.008010670159900306,-0.06979792725203245,,,-0.03890429870596637,4
regression,gbt,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.0562153230843707,0.03721525238035239,,,0.04671528773236155,8
regression,gbt,ta_ratio_roc_6m_vxus,add_feature,ratio_momentum,momentum,8,-0.03351902816963041,-0.06548332096240839,,,-0.0495011745660194,2
regression,gbt,ta_ratio_roc_6m_vxus,replace_mom_12m,ratio_momentum,momentum,8,-0.06964756156096111,-0.050740131948577,,,-0.060193846754769055,3
regression,gbt,ta_ratio_roc_6m_vxus,replace_vix,ratio_momentum,momentum,8,-0.04528706655921742,-0.06050356976156631,,,-0.05289531816039186,3
regression,gbt,ta_ratio_roc_6m_vxus,replace_vol_63d,ratio_momentum,momentum,8,0.01701457704612045,-0.02634865280932813,,,-0.004667037881603837,5
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.03363306545058049,-0.15947370884853185,,,-0.09655338714955619,2
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.026849011331296288,-0.03648314588498935,,,-0.03166607860814282,4
