model_family,model_type,feature,experiment_mode,feature_group,family,n_benchmarks,mean_delta_ic,mean_delta_oos_r2,mean_delta_balanced_accuracy,mean_delta_brier_score,mean_delta_score,positive_benchmark_count
regression,ridge,ta_ratio_ema_gap_12m_voo,replace_vix,ratio_trend,trend,8,-0.004444406445592913,-0.2911902865263558,,,-0.1478173464859744,6
regression,ridge,ta_ratio_ema_gap_12m_voo,replace_vol_63d,ratio_trend,trend,8,0.0033078206354641383,-0.35923043763911333,,,-0.17796130850182462,4
regression,ridge,ta_ratio_ema_gap_12m_vwo,add_feature,ratio_trend,trend,8,-0.012526535048790801,-0.08678005470936684,,,-0.049653294879078824,5
regression,ridge,ta_ratio_ema_gap_12m_vwo,replace_mom_12m,ratio_trend,trend,8,-0.01434698218147146,-0.012929085191710224,,,-0.013638033686590847,5
regression,ridge,ta_ratio_ema_gap_12m_vwo,replace_vix,ratio_trend,trend,8,-0.03328399703932594,-0.01555396890294121,,,-0.024418982971133568,4
regression,ridge,ta_ratio_ema_gap_12m_vwo,replace_vol_63d,ratio_trend,trend,8,0.004991592791728908,-0.05793024014992696,,,-0.026469323679099023,5
regression,ridge,ta_ratio_ema_gap_12m_vxus,add_feature,ratio_trend,trend,8,0.019685108977608497,-0.10591639197233199,,,-0.043115641497361745,6
regression,ridge,ta_ratio_ema_gap_12m_vxus,replace_mom_12m,ratio_trend,trend,8,0.012908336994551106,-0.026846387156966783,,,-0.0069690250812078375,5
regression,ridge,ta_ratio_ema_gap_12m_vxus,replace_vix,ratio_trend,trend,8,0.026843264402619492,-0.03288597396352583,,,-0.0030213547804531712,7
regression,ridge,ta_ratio_ema_gap_12m_vxus,replace_vol_63d,ratio_trend,trend,8,0.03072793800180408,-0.06900552329832388,,,-0.019138792648259906,4
regression,ridge,ta_ratio_roc_6m_bnd,add_feature,ratio_momentum,momentum,8,-0.03778872326791053,-0.1280971906245143,,,-0.08294295694621241,4
regression,ridge,ta_ratio_roc_6m_bnd,replace_mom_12m,ratio_momentum,momentum,8,-0.10039199402933209,-0.10966699563692586,,,-0.10502949483312898,3
regression,ridge,ta_ratio_roc_6m_bnd,replace_vix,ratio_momentum,momentum,8,-0.05043647917587767,-0.09115650764593886,,,-0.07079649341090827,4
regression,ridge,ta_ratio_roc_6m_bnd,replace_vol_63d,ratio_momentum,momentum,8,-0.015576406420809843,-0.15255844557774836,,,-0.0840674259992791,4
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,0.002445589194414134,-0.22675849037221874,,,-0.1121564505889023,5
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.045780447644211346,-0.033226291676571935,,,-0.03950336966039164,4
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.010655002725718687,-0.03719452865372902,,,-0.02392476568972386,5
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,-0.009993392007778962,-0.31659162435438953,,,-0.16329250818108426,4
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.018372355471736806,-0.04796399777478724,,,-0.03316817662326202,4
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.11255442450215432,-0.08647732425855072,,,-0.09951587438035252,3
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.03669914239909957,-0.02395775841587395,,,-0.03032845040748676,4
regression,ridge,ta_ratio_roc_6m_bnd__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.0182747523791427,-0.1358586677909874,,,-0.07706671008506505,4
regression,ridge,ta_ratio_roc_6m_dbc,add_feature,ratio_momentum,momentum,8,0.0008871339140909575,-0.07104501146636702,,,-0.03507893877613803,5
regression,ridge,ta_ratio_roc_6m_dbc,replace_mom_12m,ratio_momentum,momentum,8,-0.09685130201272735,-0.09922746459733117,,,-0.09803938330502926,5
regression,ridge,ta_ratio_roc_6m_dbc,replace_vix,ratio_momentum,momentum,8,-0.013896621345545094,-0.04566300543524123,,,-0.02977981339039317,6
regression,ridge,ta_ratio_roc_6m_dbc,replace_vol_63d,ratio_momentum,momentum,8,-0.007840865213145958,-0.11438332326459856,,,-0.06111209423887226,4
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,0.01889585145630753,0.0018307007608366292,,,0.01036327610857208,6
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.024236784261105686,-0.03643066890132189,,,-0.03033372658121378,4
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.004086757149641261,0.032271471757569115,,,0.014092357303963927,6
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.013871213414854894,-0.0013739627694426583,,,0.006248625322706123,5
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.002384982705325552,-0.05229224319554943,,,-0.027338612950437487,6
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.09945344302089518,-0.058129640858545335,,,-0.07879154193972025,4
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.011856251297383437,-0.019501836811449506,,,-0.01567904405441647,7
regression,ridge,ta_ratio_roc_6m_dbc__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.025456875968590385,-0.08849071311661086,,,-0.05697379454260062,4
regression,ridge,ta_ratio_roc_6m_gld,add_feature,ratio_momentum,momentum,8,-0.05107427034789483,-0.12872048801034763,,,-0.08989737917912123,3
regression,ridge,ta_ratio_roc_6m_gld,replace_mom_12m,ratio_momentum,momentum,8,-0.09636584237479369,-0.11559965305433448,,,-0.10598274771456408,1
regression,ridge,ta_ratio_roc_6m_gld,replace_vix,ratio_momentum,momentum,8,-0.06483089211058234,-0.09762483306425865,,,-0.08122786258742049,3
regression,ridge,ta_ratio_roc_6m_gld,replace_vol_63d,ratio_momentum,momentum,8,-0.035792409747977455,-0.11752681176216656,,,-0.076659610755072,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.005808478253139475,-0.060106725626488666,,,-0.03295760193981407,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.06843767745803153,-0.08964585269318737,,,-0.07904176507560945,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.020464695802543852,-0.012697574627085859,,,-0.016581135214814854,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.02256418718921699,-0.0720550881026063,,,-0.02474545045669466,6
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.041941839487814304,-0.05483937786637847,,,-0.04839060867709639,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.07565115374183709,-0.000623317544483637,,,-0.038137235643160364,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.05910731606663969,-0.036323303705510276,,,-0.04771530988607499,3
regression,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.020558715811960566,-0.07779444716652636,,,-0.04917658148924346,5
regression,ridge,ta_ratio_roc_6m_vde,add_feature,ratio_momentum,momentum,8,-0.02256836628045358,-0.12334839444526666,,,-0.07295838036286012,4
regression,ridge,ta_ratio_roc_6m_vde,replace_mom_12m,ratio_momentum,momentum,8,-0.10444805108436389,-0.056035803165505486,,,-0.08024192712493469,5
regression,ridge,ta_ratio_roc_6m_vde,replace_vix,ratio_momentum,momentum,8,-0.03914808823710481,-0.09495088251511564,,,-0.06704948537611023,3
regression,ridge,ta_ratio_roc_6m_vde,replace_vol_63d,ratio_momentum,momentum,8,-0.00898929726107801,-0.05903070204325671,,,-0.03400999965216736,4
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.021425669193604398,-0.08137985221260416,,,-0.05140276070310429,5
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.05836518574705159,-0.04490585103992906,,,-0.05163551839349033,5
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.05655673932721494,-0.03656075324922564,,,-0.04655874628822029,4
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,-0.042657798136820746,-0.06072437524361675,,,-0.051691086690218754,4
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.03254389326424685,-0.17186858596060955,,,-0.1022062396124282,3
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.1250429116233611,-0.12770097104521747,,,-0.12637194133428928,4
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.049997688162267295,-0.13002645564518478,,,-0.09001207190372604,4
regression,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.01963881573855414,-0.16889798645378296,,,-0.09426840109616855,3
regression,ridge,ta_ratio_roc_6m_vmbs,add_feature,ratio_momentum,momentum,8,-0.018512762028693897,-0.06433135127146526,,,-0.04142205665007958,5
regression,ridge,ta_ratio_roc_6m_vmbs,replace_mom_12m,ratio_momentum,momentum,8,-0.07363659841236087,-0.11481887119680793,,,-0.0942277348045844,3
regression,ridge,ta_ratio_roc_6m_vmbs,replace_vix,ratio_momentum,momentum,8,-0.04371853782107768,-0.045573294177077214,,,-0.044645915999077454,3
regression,ridge,ta_ratio_roc_6m_vmbs,replace_vol_63d,ratio_momentum,momentum,8,-0.012452280125881402,-0.057154105139488494,,,-0.03480319263268494,5
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,0.019069518438693624,-0.2794658056799161,,,-0.13019814362061122,5
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.014495507691801775,-0.11287247803827916,,,-0.06368399286504046,4
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.00336441777660571,-0.112458311090427,,,-0.057911364433516355,5
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.018623697931372557,-0.29193347316830776,,,-0.13665488761846759,5
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-8.89189532062044e-05,-0.0078024288880902265,,,-0.003945673920648216,4
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.0908489390044825,-0.07585450552153424,,,-0.08335172226300837,4
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.02986017278398798,-0.00025318523923127667,,,-0.015056679011609623,3
regression,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.009050940720033217,-0.061701613790426206,,,-0.03537627725522971,5
regression,ridge,ta_ratio_roc_6m_voo,add_feature,ratio_momentum,momentum,8,-0.02519378683112121,-0.3526366643155577,,,-0.18891522557333945,5
regression,ridge,ta_ratio_roc_6m_voo,replace_mom_12m,ratio_momentum,momentum,8,-0.08676481227787887,-0.34662055197136354,,,-0.2166926821246212,3
regression,ridge,ta_ratio_roc_6m_voo,replace_vix,ratio_momentum,momentum,8,-0.06264193097792718,-0.3460175162182116,,,-0.20432972359806936,3
regression,ridge,ta_ratio_roc_6m_voo,replace_vol_63d,ratio_momentum,momentum,8,-0.02806196521598845,-0.4024157893580882,,,-0.2152388772870383,5
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,0.0348432684950142,0.009261452384924151,,,0.02205236043996917,6
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.03290063042335213,-0.015972047228968222,,,-0.02443633882616018,3
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,0.0072996147901711415,0.0157086796070168,,,0.01150414719859396,4
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.02436702478626057,0.010125601247843737,,,0.017246313017052158,6
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.02905109188677345,-0.018982345384267796,,,-0.02401671863552062,3
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.08375600634865368,-0.03609463683951405,,,-0.059925321594083855,3
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.04751573607938667,0.0002273533657387479,,,-0.02364419135682396,4
regression,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.04215602193657604,-0.31626503613047613,,,-0.17921052903352608,4
regression,ridge,ta_ratio_roc_6m_vwo,add_feature,ratio_momentum,momentum,8,-0.02182372575472525,0.03712698426827951,,,0.007651629256777131,6
regression,ridge,ta_ratio_roc_6m_vwo,replace_mom_12m,ratio_momentum,momentum,8,-0.09725305381765109,-0.11599221048372488,,,-0.10662263215068798,6
regression,ridge,ta_ratio_roc_6m_vwo,replace_vix,ratio_momentum,momentum,8,-0.035934099720452375,0.03168569976252338,,,-0.002124199978964493,4
regression,ridge,ta_ratio_roc_6m_vwo,replace_vol_63d,ratio_momentum,momentum,8,-0.024380573301138714,0.00031436200289414185,,,-0.012033105649122286,3
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,0.0037481186586802683,0.06229201746493442,,,0.03302006806180734,6
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.057066222393884675,0.011880925981772851,,,-0.022592648206055912,5
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.01500251414983145,0.08333125126857754,,,0.034164368559373035,6
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,-0.017972571906017677,0.044754662679951006,,,0.013391045386966668,5
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.010492167101315921,0.0212398725500259,,,0.005373852724354988,6
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.10968178374995738,-0.031534535118448004,,,-0.0706081594342027,6
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.029491115333468758,0.032650813865175515,,,0.0015798492658533753,6
regression,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.017085096449170566,-0.039685868190254464,,,-0.028385482319712517,5
regression,ridge,ta_ratio_roc_6m_vxus,add_feature,ratio_momentum,momentum,8,-0.002340846152963927,-0.038015821894016824,,,-0.020178334023490375,5
regression,ridge,ta_ratio_roc_6m_vxus,replace_mom_12m,ratio_momentum,momentum,8,-0.08547869933141351,-0.10599275103989303,,,-0.09573572518565328,3
regression,ridge,ta_ratio_roc_6m_vxus,replace_vix,ratio_momentum,momentum,8,-0.017903762825095076,0.009501866635406891,,,-0.00420094809484409,4
regression,ridge,ta_ratio_roc_6m_vxus,replace_vol_63d,ratio_momentum,momentum,8,-0.03023131060585294,-0.15256330438158558,,,-0.09139730749371924,4
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,-0.0061580947877035086,0.007608430797521378,,,0.0007251680049089361,5
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,-0.06711437462360503,-0.0006490251440034872,,,-0.03388169988380427,3
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.019097284195931787,0.04105532284827349,,,0.010979019326170859,5
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,-0.0052959601369954624,-0.00954698108670117,,,-0.00742147061184832,5
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.014090505715235471,-0.028398692126528437,,,-0.021244598920881954,4
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.11474673495032116,-0.0392874613583842,,,-0.07701709815435268,5
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.04302899888803517,0.005681955859419167,,,-0.018673521514307997,4
regression,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,-0.03813344691086823,-0.19787983419432512,,,-0.11800664055259669,2
regression,ridge,ta_ratio_rsi_6m_bnd,add_feature,ratio_oscillator,momentum,8,-0.028796601508108224,-0.08967323131962922,,,-0.05923491641386873,3
regression,ridge,ta_ratio_rsi_6m_bnd,replace_mom_12m,ratio_oscillator,momentum,8,-0.06444125822964547,-0.02348001110643024,,,-0.04396063466803785,4
regression,ridge,ta_ratio_rsi_6m_bnd,replace_vix,ratio_oscillator,momentum,8,-0.03652207187294598,-0.05437059002027011,,,-0.04544633094660805,5
regression,ridge,ta_ratio_rsi_6m_bnd,replace_vol_63d,ratio_oscillator,momentum,8,0.005634035658610606,-0.12099235473418272,,,-0.057679159537786046,4
regression,ridge,ta_ratio_rsi_6m_dbc,add_feature,ratio_oscillator,momentum,8,-0.011761258516139995,-0.21811758864444822,,,-0.1149394235802941,4
regression,ridge,ta_ratio_rsi_6m_dbc,replace_mom_12m,ratio_oscillator,momentum,8,-0.07723002262952472,-0.21454668763937942,,,-0.14588835513445209,3
regression,ridge,ta_ratio_rsi_6m_dbc,replace_vix,ratio_oscillator,momentum,8,-0.020047083191189925,-0.17582946183490566,,,-0.0979382725130478,4
regression,ridge,ta_ratio_rsi_6m_dbc,replace_vol_63d,ratio_oscillator,momentum,8,0.0022382192798155523,-0.2059817496570511,,,-0.10187176518861778,4
regression,ridge,ta_ratio_rsi_6m_gld,add_feature,ratio_oscillator,momentum,8,-0.019134101744113875,-0.1281041098113418,,,-0.07361910577772784,3
regression,ridge,ta_ratio_rsi_6m_gld,replace_mom_12m,ratio_oscillator,momentum,8,-0.08798609278788386,-0.11203315765422109,,,-0.10000962522105247,1
regression,ridge,ta_ratio_rsi_6m_gld,replace_vix,ratio_oscillator,momentum,8,-0.05051493266099365,-0.11111684594250555,,,-0.08081588930174961,2
regression,ridge,ta_ratio_rsi_6m_gld,replace_vol_63d,ratio_oscillator,momentum,8,-0.0272765538444482,-0.07211552610823334,,,-0.04969603997634077,4
regression,ridge,ta_ratio_rsi_6m_vde,add_feature,ratio_oscillator,momentum,8,-0.0036608535145748397,-0.31686479919118204,,,-0.16026282635287842,4
regression,ridge,ta_ratio_rsi_6m_vde,replace_mom_12m,ratio_oscillator,momentum,8,-0.09308196354121612,-0.21556313139320846,,,-0.1543225474672123,5
regression,ridge,ta_ratio_rsi_6m_vde,replace_vix,ratio_oscillator,momentum,8,-0.008995232918106492,-0.25007450168445805,,,-0.12953486730128227,4
regression,ridge,ta_ratio_rsi_6m_vde,replace_vol_63d,ratio_oscillator,momentum,8,-0.01900324866995648,-0.25188953223135396,,,-0.1354463904506552,4
regression,ridge,ta_ratio_rsi_6m_vmbs,add_feature,ratio_oscillator,momentum,8,-0.017629411697819477,-0.03745745662244253,,,-0.027543434160131,4
regression,ridge,ta_ratio_rsi_6m_vmbs,replace_mom_12m,ratio_oscillator,momentum,8,-0.05908047800951893,-0.021297237437748435,,,-0.040188857723633696,4
regression,ridge,ta_ratio_rsi_6m_vmbs,replace_vix,ratio_oscillator,momentum,8,-0.03723610156178409,-0.014029606126002674,,,-0.025632853843893383,3
regression,ridge,ta_ratio_rsi_6m_vmbs,replace_vol_63d,ratio_oscillator,momentum,8,0.007970461454376947,-0.060030432128570246,,,-0.02602998533709665,4
regression,ridge,ta_ratio_rsi_6m_voo,add_feature,ratio_oscillator,momentum,8,-0.02446888068636565,-0.2852205253939398,,,-0.15484470304015274,4
regression,ridge,ta_ratio_rsi_6m_voo,replace_mom_12m,ratio_oscillator,momentum,8,-0.030742126066229204,-0.25639126174405563,,,-0.14356669390514243,4
regression,ridge,ta_ratio_rsi_6m_voo,replace_vix,ratio_oscillator,momentum,8,-0.045155814241968954,-0.30013612959113734,,,-0.17264597191655312,4
regression,ridge,ta_ratio_rsi_6m_voo,replace_vol_63d,ratio_oscillator,momentum,8,-0.03663574689352144,-0.22424200401765776,,,-0.1304388754555896,5
regression,ridge,ta_ratio_rsi_6m_vwo,add_feature,ratio_oscillator,momentum,8,-0.002185132541526814,0.01542182316455925,,,0.006618345311516215,6
regression,ridge,ta_ratio_rsi_6m_vwo,replace_mom_12m,ratio_oscillator,momentum,8,-0.04079274595845045,-0.06765694352629562,,,-0.054224844742373025,6
regression,ridge,ta_ratio_rsi_6m_vwo,replace_vix,ratio_oscillator,momentum,8,-0.01360436030221203,0.03690177796242443,,,0.011648708830106203,6
regression,ridge,ta_ratio_rsi_6m_vwo,replace_vol_63d,ratio_oscillator,momentum,8,0.01301911132902869,0.02255768033268754,,,0.01778839583085811,5
regression,ridge,ta_ratio_rsi_6m_vxus,add_feature,ratio_oscillator,momentum,8,0.0362683079814588,-0.02401879068789315,,,0.006124758646782825,7
regression,ridge,ta_ratio_rsi_6m_vxus,replace_mom_12m,ratio_oscillator,momentum,8,0.004066085570465294,0.005928969569999318,,,0.004997527570232304,6
regression,ridge,ta_ratio_rsi_6m_vxus,replace_vix,ratio_oscillator,momentum,8,0.027079119658021907,0.010987947697516565,,,0.019033533677769235,7
regression,ridge,ta_ratio_rsi_6m_vxus,replace_vol_63d,ratio_oscillator,momentum,8,0.07489653187966214,0.007491375335287133,,,0.04119395360747463,7
regression,ridge,ta_vde_roc_6m,add_feature,benchmark_regime,momentum,8,-0.005918316280588181,-0.08644939225586615,,,-0.04618385426822717,5
regression,ridge,ta_vde_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,-0.14836674625860272,-0.1100399715973953,,,-0.129203358927999,3
regression,ridge,ta_vde_roc_6m,replace_vix,benchmark_regime,momentum,8,-0.012276780688518691,-0.04186271346699796,,,-0.027069747077758326,3
regression,ridge,ta_vde_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,-0.007673206099907745,-0.11336720508553277,,,-0.06052020559272027,3
regression,ridge,ta_voo_pc_tech,add_feature,benchmark_regime,regime,8,-0.0021189369194777735,-1.0529228606098384,,,-0.5275208987646581,4
regression,ridge,ta_voo_pc_tech,replace_mom_12m,benchmark_regime,regime,8,-0.1161597490478088,-1.1113898620218257,,,-0.6137748055348173,1
regression,ridge,ta_voo_pc_tech,replace_vix,benchmark_regime,regime,8,-0.03813214199202094,-1.0237224397098437,,,-0.5309272908509324,3
regression,ridge,ta_voo_pc_tech,replace_vol_63d,benchmark_regime,regime,8,0.0022229915683482197,-1.097253427521458,,,-0.5475152179765549,5
